mode,effect_sd,lag_min,seed,horizon_min,p_value,positive_folds,post_only,pre_only,pass_bonferroni
injected,0.5,15.0,21,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,21,120,0.00845026969909668,3.0,17.0,5.0,True
injected_any,0.5,15.0,21,0,,,,,True
injected,0.5,15.0,22,30,0.0012469589710235596,3.0,21.0,5.0,True
injected,0.5,15.0,22,60,0.00845026969909668,3.0,17.0,5.0,True
injected,0.5,15.0,22,120,0.013301849365234375,4.0,16.0,5.0,True
injected_any,0.5,15.0,22,0,,,,,True
injected,0.5,15.0,23,30,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,23,60,0.005311012268066406,4.0,18.0,5.0,True
injected,0.5,15.0,23,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,23,0,,,,,True
injected,0.5,15.0,24,30,0.0029623061418533325,3.0,21.0,6.0,True
injected,0.5,15.0,24,60,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,15.0,24,120,0.005908966064453125,3.0,16.0,4.0,True
injected_any,0.5,15.0,24,0,,,,,True
injected,0.5,15.0,25,30,0.0001553744077682495,4.0,23.0,4.0,True
injected,0.5,15.0,25,60,0.0004277229309082031,4.0,19.0,3.0,True
injected,0.5,15.0,25,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,0.5,15.0,25,0,,,,,True
injected,0.5,15.0,26,30,0.0046776533126831055,3.0,20.0,6.0,True
injected,0.5,15.0,26,60,0.00845026969909668,3.0,17.0,5.0,True
injected,0.5,15.0,26,120,0.013301849365234375,3.0,16.0,5.0,True
injected_any,0.5,15.0,26,0,,,,,True
injected,0.5,15.0,27,30,8.999556303024292e-05,3.0,24.0,4.0,True
injected,0.5,15.0,27,60,0.000244140625,3.0,20.0,3.0,True
injected,0.5,15.0,27,120,0.0007448196411132812,3.0,18.0,3.0,True
injected_any,0.5,15.0,27,0,,,,,True
injected,0.5,15.0,28,30,0.0007568597793579102,3.0,22.0,5.0,True
injected,0.5,15.0,28,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,28,120,0.00845026969909668,3.0,17.0,5.0,True
injected_any,0.5,15.0,28,0,,,,,True
injected,0.5,15.0,29,30,0.0007568597793579102,3.0,22.0,5.0,True
injected,0.5,15.0,29,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,29,120,0.0022125244140625,3.0,16.0,3.0,True
injected_any,0.5,15.0,29,0,,,,,True
injected,0.5,15.0,30,30,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,30,60,0.0037689208984375,3.0,15.0,3.0,True
injected,0.5,15.0,30,120,0.0063629150390625,3.0,14.0,3.0,True
injected_any,0.5,15.0,30,0,,,,,True
injected,0.5,15.0,31,30,0.0012469589710235596,3.0,21.0,5.0,True
injected,0.5,15.0,31,60,0.0012884140014648438,3.0,17.0,3.0,True
injected,0.5,15.0,31,120,0.0035986900329589844,3.0,17.0,4.0,True
injected_any,0.5,15.0,31,0,,,,,True
injected,0.5,15.0,32,30,0.0004389551468193531,4.0,25.0,6.0,True
injected,0.5,15.0,32,60,0.000771939754486084,4.0,20.0,4.0,True
injected,0.5,15.0,32,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,32,0,,,,,True
injected,0.5,15.0,33,30,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,33,60,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,15.0,33,120,0.0022125244140625,4.0,16.0,3.0,True
injected_any,0.5,15.0,33,0,,,,,True
injected,0.5,15.0,34,30,0.00045611709356307983,3.0,23.0,5.0,True
injected,0.5,15.0,34,60,0.0007448196411132812,3.0,18.0,3.0,True
injected,0.5,15.0,34,120,0.0012884140014648438,3.0,17.0,3.0,True
injected_any,0.5,15.0,34,0,,,,,True
injected,0.5,15.0,35,30,0.0012469589710235596,4.0,21.0,5.0,True
injected,0.5,15.0,35,60,0.00845026969909668,4.0,17.0,5.0,True
injected,0.5,15.0,35,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,35,0,,,,,True
injected,0.5,15.0,36,30,0.0046776533126831055,4.0,20.0,6.0,True
injected,0.5,15.0,36,60,0.005311012268066406,4.0,18.0,5.0,True
injected,0.5,15.0,36,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,36,0,,,,,True
injected,0.5,15.0,37,30,0.0046776533126831055,3.0,20.0,6.0,True
injected,0.5,15.0,37,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,37,120,0.00960540771484375,3.0,15.0,4.0,True
injected_any,0.5,15.0,37,0,,,,,True
injected,0.5,15.0,38,30,0.0012469589710235596,3.0,21.0,5.0,True
injected,0.5,15.0,38,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,38,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,38,0,,,,,True
injected,0.5,15.0,39,30,0.014479637145996094,3.0,19.0,7.0,True
injected,0.5,15.0,39,60,0.026239395141601562,3.0,16.0,6.0,False
injected,0.5,15.0,39,120,0.026239395141601562,4.0,16.0,6.0,False
injected_any,0.5,15.0,39,0,,,,,True
injected,0.5,15.0,40,30,0.003305375576019287,4.0,19.0,5.0,True
injected,0.5,15.0,40,60,0.011327922344207764,4.0,18.0,6.0,True
injected,0.5,15.0,40,120,0.026239395141601562,4.0,16.0,6.0,False
injected_any,0.5,15.0,40,0,,,,,True
injected,0.5,15.0,41,30,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,41,60,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,15.0,41,120,0.005908966064453125,3.0,16.0,4.0,True
injected_any,0.5,15.0,41,0,,,,,True
injected,0.5,15.0,42,30,0.0012469589710235596,4.0,21.0,5.0,True
injected,0.5,15.0,42,60,0.007316648960113525,4.0,19.0,6.0,True
injected,0.5,15.0,42,120,0.01734483242034912,4.0,17.0,6.0,False
injected_any,0.5,15.0,42,0,,,,,True
injected,0.5,15.0,43,30,0.0012469589710235596,4.0,21.0,5.0,True
injected,0.5,15.0,43,60,0.00845026969909668,4.0,17.0,5.0,True
injected,0.5,15.0,43,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,43,0,,,,,True
injected,0.5,15.0,44,30,0.0007568597793579102,4.0,22.0,5.0,True
injected,0.5,15.0,44,60,0.0007448196411132812,4.0,18.0,3.0,True
injected,0.5,15.0,44,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,44,0,,,,,True
injected,0.5,15.0,45,30,0.0020386576652526855,3.0,20.0,5.0,True
injected,0.5,15.0,45,60,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,15.0,45,120,0.013301849365234375,3.0,16.0,5.0,True
injected_any,0.5,15.0,45,0,,,,,True
injected,0.5,15.0,46,30,0.0007568597793579102,4.0,22.0,5.0,True
injected,0.5,15.0,46,60,0.005311012268066406,4.0,18.0,5.0,True
injected,0.5,15.0,46,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,46,0,,,,,True
injected,0.5,15.0,47,30,0.0020386576652526855,4.0,20.0,5.0,True
injected,0.5,15.0,47,60,0.01734483242034912,4.0,17.0,6.0,False
injected,0.5,15.0,47,120,0.01734483242034912,4.0,17.0,6.0,False
injected_any,0.5,15.0,47,0,,,,,True
injected,0.5,15.0,48,30,0.0007154531776905061,4.0,24.0,6.0,True
injected,0.5,15.0,48,60,0.003305375576019287,4.0,19.0,5.0,True
injected,0.5,15.0,48,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,48,0,,,,,True
injected,0.5,15.0,49,30,0.0012469589710235596,3.0,21.0,5.0,True
injected,0.5,15.0,49,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,49,120,0.00845026969909668,3.0,17.0,5.0,True
injected_any,0.5,15.0,49,0,,,,,True
injected,0.5,30.0,0,30,0.048126220703125,3.0,13.0,5.0,False
injected,0.5,30.0,0,60,0.057659149169921875,3.0,14.0,6.0,False
injected,0.5,30.0,0,120,0.1189422607421875,3.0,12.0,6.0,False
injected_any,0.5,30.0,0,0,,,,,False
injected,0.5,30.0,1,30,0.048126220703125,3.0,13.0,5.0,False
injected,0.5,30.0,1,60,0.0037689208984375,3.0,15.0,3.0,True
injected,0.5,30.0,1,120,0.0063629150390625,3.0,14.0,3.0,True
injected_any,0.5,30.0,1,0,,,,,True
injected,0.5,30.0,2,30,0.1189422607421875,2.0,12.0,6.0,False
injected,0.5,30.0,2,60,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,30.0,2,120,0.020694732666015625,3.0,15.0,5.0,False
injected_any,0.5,30.0,2,0,,,,,False
injected,0.5,30.0,3,30,0.0245208740234375,4.0,13.0,4.0,False
injected,0.5,30.0,3,60,0.01544189453125,3.0,14.0,4.0,True
injected,0.5,30.0,3,120,0.0384063720703125,3.0,12.0,4.0,False
injected_any,0.5,30.0,3,0,,,,,True
injected,0.5,30.0,4,30,0.08353424072265625,3.0,13.0,6.0,False
injected,0.5,30.0,4,60,0.01734483242034912,3.0,17.0,6.0,False
injected,0.5,30.0,4,120,0.03917694091796875,3.0,15.0,6.0,False
injected_any,0.5,30.0,4,0,,,,,False
injected,0.5,30.0,5,30,0.057659149169921875,4.0,14.0,6.0,False
injected,0.5,30.0,5,60,0.06690025329589844,3.0,15.0,7.0,False
injected,0.5,30.0,5,120,0.09462356567382812,3.0,14.0,7.0,False
injected_any,0.5,30.0,5,0,,,,,False
injected,0.5,30.0,6,30,0.1796417236328125,2.0,12.0,7.0,False
injected,0.5,30.0,6,60,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,30.0,6,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,30.0,6,0,,,,,False
injected,0.5,30.0,7,30,0.0717315673828125,3.0,12.0,5.0,False
injected,0.5,30.0,7,60,0.01544189453125,3.0,14.0,4.0,True
injected,0.5,30.0,7,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,30.0,7,0,,,,,True
injected,0.5,30.0,8,30,0.0384063720703125,4.0,12.0,4.0,False
injected,0.5,30.0,8,60,0.013301849365234375,3.0,16.0,5.0,True
injected,0.5,30.0,8,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,30.0,8,0,,,,,True
injected,0.5,30.0,9,30,0.0717315673828125,4.0,12.0,5.0,False
injected,0.5,30.0,9,60,0.01544189453125,3.0,14.0,4.0,True
injected,0.5,30.0,9,120,0.0245208740234375,3.0,13.0,4.0,False
injected_any,0.5,30.0,9,0,,,,,True
injected,0.5,30.0,10,30,0.08353424072265625,3.0,13.0,6.0,False
injected,0.5,30.0,10,60,0.057659149169921875,3.0,14.0,6.0,False
injected,0.5,30.0,10,120,0.09462356567382812,3.0,14.0,7.0,False
injected_any,0.5,30.0,10,0,,,,,False
injected,0.5,30.0,11,30,0.0717315673828125,3.0,12.0,5.0,False
injected,0.5,30.0,11,60,0.057659149169921875,3.0,14.0,6.0,False
injected,0.5,30.0,11,120,0.048126220703125,3.0,13.0,5.0,False
injected_any,0.5,30.0,11,0,,,,,False
injected,0.5,30.0,12,30,0.1189422607421875,2.0,12.0,6.0,False
injected,0.5,30.0,12,60,0.03917694091796875,3.0,15.0,6.0,False
injected,0.5,30.0,12,120,0.03917694091796875,3.0,15.0,6.0,False
injected_any,0.5,30.0,12,0,,,,,False
injected,0.5,30.0,13,30,0.0717315673828125,4.0,12.0,5.0,False
injected,0.5,30.0,13,60,0.03917694091796875,3.0,15.0,6.0,False
injected,0.5,30.0,13,120,0.08353424072265625,3.0,13.0,6.0,False
injected_any,0.5,30.0,13,0,,,,,False
injected,0.5,30.0,14,30,0.08353424072265625,2.0,13.0,6.0,False
injected,0.5,30.0,14,60,0.020694732666015625,3.0,15.0,5.0,False
injected,0.5,30.0,14,120,0.057659149169921875,3.0,14.0,6.0,False
injected_any,0.5,30.0,14,0,,,,,False
injected,0.5,30.0,15,30,0.1189422607421875,3.0,12.0,6.0,False
injected,0.5,30.0,15,60,0.057659149169921875,3.0,14.0,6.0,False
injected,0.5,30.0,15,120,0.048126220703125,3.0,13.0,5.0,False
injected_any,0.5,30.0,15,0,,,,,False
injected,0.5,30.0,16,30,0.048126220703125,4.0,13.0,5.0,False
injected,0.5,30.0,16,60,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,30.0,16,120,0.08353424072265625,3.0,13.0,6.0,False
injected_any,0.5,30.0,16,0,,,,,False
injected,0.5,30.0,17,30,0.0717315673828125,3.0,12.0,5.0,False
injected,0.5,30.0,17,60,0.09462356567382812,3.0,14.0,7.0,False
injected,0.5,30.0,17,120,0.06690025329589844,3.0,15.0,7.0,False
injected_any,0.5,30.0,17,0,,,,,False
injected,0.5,30.0,18,30,0.048126220703125,4.0,13.0,5.0,False
injected,0.5,30.0,18,60,0.0717315673828125,3.0,12.0,5.0,False
injected,0.5,30.0,18,120,0.0717315673828125,3.0,12.0,5.0,False
injected_any,0.5,30.0,18,0,,,,,False
injected,0.5,30.0,19,30,0.048126220703125,4.0,13.0,5.0,False
injected,0.5,30.0,19,60,0.0063629150390625,3.0,14.0,3.0,True
injected,0.5,30.0,19,120,0.01544189453125,3.0,14.0,4.0,True
injected_any,0.5,30.0,19,0,,,,,True
injected,0.5,30.0,20,30,0.057659149169921875,3.0,14.0,6.0,False
injected,0.5,30.0,20,60,0.01734483242034912,3.0,17.0,6.0,False
injected,0.5,30.0,20,120,0.020694732666015625,3.0,15.0,5.0,False
injected_any,0.5,30.0,20,0,,,,,False
injected,0.5,30.0,21,30,0.1050567626953125,2.0,11.0,5.0,False
injected,0.5,30.0,21,60,0.09462356567382812,3.0,14.0,7.0,False
injected,0.5,30.0,21,120,0.06690025329589844,3.0,15.0,7.0,False
injected_any,0.5,30.0,21,0,,,,,False
injected,0.5,30.0,22,30,0.0245208740234375,4.0,13.0,4.0,False
injected,0.5,30.0,22,60,0.013301849365234375,3.0,16.0,5.0,True
injected,0.5,30.0,22,120,0.03917694091796875,3.0,15.0,6.0,False
injected_any,0.5,30.0,22,0,,,,,True
injected,0.5,30.0,23,30,0.0384063720703125,3.0,12.0,4.0,False
injected,0.5,30.0,23,60,0.020694732666015625,3.0,15.0,5.0,False
injected,0.5,30.0,23,120,0.020694732666015625,3.0,15.0,5.0,False
injected_any,0.5,30.0,23,0,,,,,False
injected,0.5,30.0,24,30,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,30.0,24,60,0.0245208740234375,3.0,13.0,4.0,False
injected,0.5,30.0,24,120,0.0063629150390625,3.0,14.0,3.0,True
injected_any,0.5,30.0,24,0,,,,,True
injected,0.5,30.0,25,30,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,30.0,25,60,0.0245208740234375,3.0,13.0,4.0,False
injected,0.5,30.0,25,120,0.0106353759765625,3.0,13.0,3.0,True
injected_any,0.5,30.0,25,0,,,,,True
injected,0.5,30.0,26,30,0.0245208740234375,4.0,13.0,4.0,False
injected,0.5,30.0,26,60,0.00960540771484375,3.0,15.0,4.0,True
injected,0.5,30.0,26,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,30.0,26,0,,,,,True
injected,0.5,30.0,27,30,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,30.0,27,60,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,30.0,27,120,0.01544189453125,3.0,14.0,4.0,True
injected_any,0.5,30.0,27,0,,,,,True
injected,0.5,30.0,28,30,0.0245208740234375,4.0,13.0,4.0,False
injected,0.5,30.0,28,60,0.0245208740234375,3.0,13.0,4.0,False
injected,0.5,30.0,28,120,0.0245208740234375,3.0,13.0,4.0,False
injected_any,0.5,30.0,28,0,,,,,False
injected,0.5,30.0,29,30,0.0245208740234375,4.0,13.0,4.0,False
injected,0.5,30.0,29,60,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,30.0,29,120,0.057659149169921875,3.0,14.0,6.0,False
injected_any,0.5,30.0,29,0,,,,,False
injected,0.5,30.0,30,30,0.0717315673828125,4.0,12.0,5.0,False
injected,0.5,30.0,30,60,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,30.0,30,120,0.048126220703125,3.0,13.0,5.0,False
injected_any,0.5,30.0,30,0,,,,,False
injected,0.5,30.0,31,30,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,30.0,31,60,0.00845026969909668,3.0,17.0,5.0,True
injected,0.5,30.0,31,120,0.00960540771484375,3.0,15.0,4.0,True
injected_any,0.5,30.0,31,0,,,,,True
injected,0.5,30.0,32,30,0.1189422607421875,2.0,12.0,6.0,False
injected,0.5,30.0,32,60,0.0106353759765625,3.0,13.0,3.0,True
injected,0.5,30.0,32,120,0.0106353759765625,3.0,13.0,3.0,True
injected_any,0.5,30.0,32,0,,,,,True
injected,0.5,30.0,33,30,0.048126220703125,3.0,13.0,5.0,False
injected,0.5,30.0,33,60,0.03917694091796875,3.0,15.0,6.0,False
injected,0.5,30.0,33,120,0.057659149169921875,3.0,14.0,6.0,False
injected_any,0.5,30.0,33,0,,,,,False
injected,0.5,30.0,34,30,0.048126220703125,4.0,13.0,5.0,False
injected,0.5,30.0,34,60,0.0037689208984375,3.0,15.0,3.0,True
injected,0.5,30.0,34,120,0.0063629150390625,3.0,14.0,3.0,True
injected_any,0.5,30.0,34,0,,,,,True
injected,0.5,30.0,35,30,0.01544189453125,4.0,14.0,4.0,True
injected,0.5,30.0,35,60,0.01544189453125,3.0,14.0,4.0,True
injected,0.5,30.0,35,120,0.0245208740234375,3.0,13.0,4.0,False
injected_any,0.5,30.0,35,0,,,,,True
injected,0.5,30.0,36,30,0.1189422607421875,2.0,12.0,6.0,False
injected,0.5,30.0,36,60,0.04656982421875,3.0,16.0,7.0,False
injected,0.5,30.0,36,120,0.057659149169921875,3.0,14.0,6.0,False
injected_any,0.5,30.0,36,0,,,,,False
injected,0.5,30.0,37,30,0.06690025329589844,4.0,15.0,7.0,False
injected,0.5,30.0,37,60,0.026239395141601562,3.0,16.0,6.0,False
injected,0.5,30.0,37,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,30.0,37,0,,,,,False
injected,0.5,30.0,38,30,0.1189422607421875,2.0,12.0,6.0,False
injected,0.5,30.0,38,60,0.020694732666015625,3.0,15.0,5.0,False
injected,0.5,30.0,38,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,30.0,38,0,,,,,False
injected,0.5,30.0,39,30,0.048126220703125,4.0,13.0,5.0,False
injected,0.5,30.0,39,60,0.03917694091796875,3.0,15.0,6.0,False
injected,0.5,30.0,39,120,0.08353424072265625,3.0,13.0,6.0,False
injected_any,0.5,30.0,39,0,,,,,False
injected,0.5,30.0,40,30,0.0384063720703125,3.0,12.0,4.0,False
injected,0.5,30.0,40,60,0.03917694091796875,3.0,15.0,6.0,False
injected,0.5,30.0,40,120,0.09462356567382812,3.0,14.0,7.0,False
injected_any,0.5,30.0,40,0,,,,,False
injected,0.5,30.0,41,30,0.0717315673828125,2.0,12.0,5.0,False
injected,0.5,30.0,41,60,0.020694732666015625,3.0,15.0,5.0,False
injected,0.5,30.0,41,120,0.01544189453125,3.0,14.0,4.0,True
injected_any,0.5,30.0,41,0,,,,,True
injected,0.5,30.0,42,30,0.01544189453125,4.0,14.0,4.0,True
injected,0.5,30.0,42,60,0.057659149169921875,4.0,14.0,6.0,False
injected,0.5,30.0,42,120,0.13158798217773438,2.0,13.0,7.0,False
injected_any,0.5,30.0,42,0,,,,,True
injected,0.5,30.0,43,30,0.08353424072265625,3.0,13.0,6.0,False
injected,0.5,30.0,43,60,0.03917694091796875,3.0,15.0,6.0,False
injected,0.5,30.0,43,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,30.0,43,0,,,,,False
injected,0.5,30.0,44,30,0.08353424072265625,3.0,13.0,6.0,False
injected,0.5,30.0,44,60,0.013301849365234375,3.0,16.0,5.0,True
injected,0.5,30.0,44,120,0.020694732666015625,3.0,15.0,5.0,False
injected_any,0.5,30.0,44,0,,,,,True
injected,0.5,30.0,45,30,0.0317840576171875,4.0,14.0,5.0,False
injected,0.5,30.0,45,60,0.03917694091796875,3.0,15.0,6.0,False
injected,0.5,30.0,45,120,0.057659149169921875,3.0,14.0,6.0,False
injected_any,0.5,30.0,45,0,,,,,False
injected,0.5,30.0,46,30,0.0245208740234375,4.0,13.0,4.0,False
injected,0.5,30.0,46,60,0.057659149169921875,3.0,14.0,6.0,False
injected,0.5,30.0,46,120,0.08353424072265625,3.0,13.0,6.0,False
injected_any,0.5,30.0,46,0,,,,,False
injected,0.5,30.0,47,30,0.048126220703125,4.0,13.0,5.0,False
injected,0.5,30.0,47,60,0.14313936233520508,2.0,14.0,8.0,False
injected,0.5,30.0,47,120,0.2517223358154297,3.0,12.0,8.0,False
injected_any,0.5,30.0,47,0,,,,,False
injected,0.5,30.0,48,30,0.0245208740234375,4.0,13.0,4.0,False
injected,0.5,30.0,48,60,0.00960540771484375,3.0,15.0,4.0,True
injected,0.5,30.0,48,120,0.01544189453125,3.0,14.0,4.0,True
injected_any,0.5,30.0,48,0,,,,,True
injected,0.5,30.0,49,30,0.0717315673828125,3.0,12.0,5.0,False
injected,0.5,30.0,49,60,0.020694732666015625,3.0,15.0,5.0,False
injected,0.5,30.0,49,120,0.03917694091796875,3.0,15.0,6.0,False
injected_any,0.5,30.0,49,0,,,,,False
injected,0.5,60.0,0,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,0,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,0,120,0.08353424072265625,4.0,13.0,6.0,False
injected_any,0.5,60.0,0,0,,,,,False
