mode,effect_sd,lag_min,seed,horizon_min,p_value,positive_folds,post_only,pre_only,pass_bonferroni
injected,0.5,60.0,1,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,1,60,0.2403411865234375,3.0,11.0,7.0,False
injected,0.5,60.0,1,120,0.0245208740234375,3.0,13.0,4.0,False
injected_any,0.5,60.0,1,0,,,,,False
injected,0.5,60.0,2,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,2,60,0.1796417236328125,2.0,12.0,7.0,False
injected,0.5,60.0,2,120,0.020694732666015625,4.0,15.0,5.0,False
injected_any,0.5,60.0,2,0,,,,,False
injected,0.5,60.0,3,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,3,60,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,60.0,3,120,0.048126220703125,4.0,13.0,5.0,False
injected_any,0.5,60.0,3,0,,,,,False
injected,0.5,60.0,4,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,4,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,4,120,0.0317840576171875,4.0,14.0,5.0,False
injected_any,0.5,60.0,4,0,,,,,False
injected,0.5,60.0,5,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,5,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,5,120,0.057659149169921875,4.0,14.0,6.0,False
injected_any,0.5,60.0,5,0,,,,,False
injected,0.5,60.0,6,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,6,60,0.19165515899658203,3.0,13.0,8.0,False
injected,0.5,60.0,6,120,0.048126220703125,3.0,13.0,5.0,False
injected_any,0.5,60.0,6,0,,,,,False
injected,0.5,60.0,7,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,7,60,0.1189422607421875,2.0,12.0,6.0,False
injected,0.5,60.0,7,120,0.0317840576171875,4.0,14.0,5.0,False
injected_any,0.5,60.0,7,0,,,,,False
injected,0.5,60.0,8,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,8,60,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,60.0,8,120,0.048126220703125,4.0,13.0,5.0,False
injected_any,0.5,60.0,8,0,,,,,False
injected,0.5,60.0,9,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,9,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,9,120,0.0384063720703125,2.0,12.0,4.0,False
injected_any,0.5,60.0,9,0,,,,,False
injected,0.5,60.0,10,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,10,60,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,60.0,10,120,0.08353424072265625,2.0,13.0,6.0,False
injected_any,0.5,60.0,10,0,,,,,False
injected,0.5,60.0,11,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,11,60,0.2517223358154297,3.0,12.0,8.0,False
injected,0.5,60.0,11,120,0.0106353759765625,3.0,13.0,3.0,True
injected_any,0.5,60.0,11,0,,,,,True
injected,0.5,60.0,12,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,12,60,0.19165515899658203,3.0,13.0,8.0,False
injected,0.5,60.0,12,120,0.0717315673828125,3.0,12.0,5.0,False
injected_any,0.5,60.0,12,0,,,,,False
injected,0.5,60.0,13,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,13,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,13,120,0.0717315673828125,2.0,12.0,5.0,False
injected_any,0.5,60.0,13,0,,,,,False
injected,0.5,60.0,14,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,14,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,14,120,0.08353424072265625,4.0,13.0,6.0,False
injected_any,0.5,60.0,14,0,,,,,False
injected,0.5,60.0,15,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,15,60,0.40726470947265625,2.0,10.0,8.0,False
injected,0.5,60.0,15,120,0.048126220703125,3.0,13.0,5.0,False
injected_any,0.5,60.0,15,0,,,,,False
injected,0.5,60.0,16,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,16,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,16,120,0.1050567626953125,2.0,11.0,5.0,False
injected_any,0.5,60.0,16,0,,,,,False
injected,0.5,60.0,17,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,17,60,0.1796417236328125,2.0,12.0,7.0,False
injected,0.5,60.0,17,120,0.020694732666015625,4.0,15.0,5.0,False
injected_any,0.5,60.0,17,0,,,,,False
injected,0.5,60.0,18,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,18,60,0.3145294189453125,2.0,10.0,7.0,False
injected,0.5,60.0,18,120,0.0717315673828125,3.0,12.0,5.0,False
injected_any,0.5,60.0,18,0,,,,,False
injected,0.5,60.0,19,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,19,60,0.1796417236328125,2.0,12.0,7.0,False
injected,0.5,60.0,19,120,0.0245208740234375,4.0,13.0,4.0,False
injected_any,0.5,60.0,19,0,,,,,False
injected,0.5,60.0,20,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,20,60,0.19165515899658203,3.0,13.0,8.0,False
injected,0.5,60.0,20,120,0.0384063720703125,3.0,12.0,4.0,False
injected_any,0.5,60.0,20,0,,,,,False
injected,0.5,60.0,21,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,21,60,0.2517223358154297,3.0,12.0,8.0,False
injected,0.5,60.0,21,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,60.0,21,0,,,,,False
injected,0.5,60.0,22,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,22,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,22,120,0.048126220703125,4.0,13.0,5.0,False
injected_any,0.5,60.0,22,0,,,,,False
injected,0.5,60.0,23,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,23,60,0.1796417236328125,2.0,12.0,7.0,False
injected,0.5,60.0,23,120,0.01544189453125,4.0,14.0,4.0,True
injected_any,0.5,60.0,23,0,,,,,True
injected,0.5,60.0,24,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,24,60,0.40726470947265625,1.0,10.0,8.0,False
injected,0.5,60.0,24,120,0.0384063720703125,3.0,12.0,4.0,False
injected_any,0.5,60.0,24,0,,,,,False
injected,0.5,60.0,25,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,25,60,0.2517223358154297,2.0,12.0,8.0,False
injected,0.5,60.0,25,120,0.017578125,4.0,12.0,3.0,False
injected_any,0.5,60.0,25,0,,,,,False
injected,0.5,60.0,26,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,26,60,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,60.0,26,120,0.048126220703125,3.0,13.0,5.0,False
injected_any,0.5,60.0,26,0,,,,,False
injected,0.5,60.0,27,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,27,60,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,60.0,27,120,0.017578125,3.0,12.0,3.0,False
injected_any,0.5,60.0,27,0,,,,,False
injected,0.5,60.0,28,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,28,60,0.1796417236328125,2.0,12.0,7.0,False
injected,0.5,60.0,28,120,0.0717315673828125,3.0,12.0,5.0,False
injected_any,0.5,60.0,28,0,,,,,False
injected,0.5,60.0,29,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,29,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,29,120,0.0245208740234375,3.0,13.0,4.0,False
injected_any,0.5,60.0,29,0,,,,,False
injected,0.5,60.0,30,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,30,60,0.3145294189453125,2.0,10.0,7.0,False
injected,0.5,60.0,30,120,0.05923461914062499,2.0,11.0,4.0,False
injected_any,0.5,60.0,30,0,,,,,False
injected,0.5,60.0,31,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,31,60,0.19165515899658203,3.0,13.0,8.0,False
injected,0.5,60.0,31,120,0.0384063720703125,3.0,12.0,4.0,False
injected_any,0.5,60.0,31,0,,,,,False
injected,0.5,60.0,32,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,32,60,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,60.0,32,120,0.01544189453125,4.0,14.0,4.0,True
injected_any,0.5,60.0,32,0,,,,,True
injected,0.5,60.0,33,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,33,60,0.40726470947265625,2.0,10.0,8.0,False
injected,0.5,60.0,33,120,0.0384063720703125,3.0,12.0,4.0,False
injected_any,0.5,60.0,33,0,,,,,False
injected,0.5,60.0,34,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,34,60,0.1796417236328125,2.0,12.0,7.0,False
injected,0.5,60.0,34,120,0.017578125,3.0,12.0,3.0,False
injected_any,0.5,60.0,34,0,,,,,False
injected,0.5,60.0,35,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,35,60,0.2403411865234375,2.0,11.0,7.0,False
injected,0.5,60.0,35,120,0.0384063720703125,4.0,12.0,4.0,False
injected_any,0.5,60.0,35,0,,,,,False
injected,0.5,60.0,36,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,36,60,0.3238029479980469,3.0,11.0,8.0,False
injected,0.5,60.0,36,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,60.0,36,0,,,,,False
injected,0.5,60.0,37,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,37,60,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,60.0,37,120,0.048126220703125,3.0,13.0,5.0,False
injected_any,0.5,60.0,37,0,,,,,False
injected,0.5,60.0,38,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,38,60,0.2517223358154297,3.0,12.0,8.0,False
injected,0.5,60.0,38,120,0.057659149169921875,4.0,14.0,6.0,False
injected_any,0.5,60.0,38,0,,,,,False
injected,0.5,60.0,39,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,39,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,39,120,0.1050567626953125,4.0,11.0,5.0,False
injected_any,0.5,60.0,39,0,,,,,False
injected,0.5,60.0,40,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,40,60,0.2403411865234375,3.0,11.0,7.0,False
injected,0.5,60.0,40,120,0.1661529541015625,3.0,11.0,6.0,False
injected_any,0.5,60.0,40,0,,,,,False
injected,0.5,60.0,41,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,41,60,0.2517223358154297,3.0,12.0,8.0,False
injected,0.5,60.0,41,120,0.01544189453125,3.0,14.0,4.0,True
injected_any,0.5,60.0,41,0,,,,,True
injected,0.5,60.0,42,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,42,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,42,120,0.08353424072265625,4.0,13.0,6.0,False
injected_any,0.5,60.0,42,0,,,,,False
injected,0.5,60.0,43,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,43,60,0.40726470947265625,2.0,10.0,8.0,False
injected,0.5,60.0,43,120,0.0384063720703125,3.0,12.0,4.0,False
injected_any,0.5,60.0,43,0,,,,,False
injected,0.5,60.0,44,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,44,60,0.19165515899658203,3.0,13.0,8.0,False
injected,0.5,60.0,44,120,0.0317840576171875,3.0,14.0,5.0,False
injected_any,0.5,60.0,44,0,,,,,False
injected,0.5,60.0,45,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,45,60,0.3145294189453125,2.0,10.0,7.0,False
injected,0.5,60.0,45,120,0.05923461914062499,2.0,11.0,4.0,False
injected_any,0.5,60.0,45,0,,,,,False
injected,0.5,60.0,46,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,46,60,0.2403411865234375,2.0,11.0,7.0,False
injected,0.5,60.0,46,120,0.0717315673828125,3.0,12.0,5.0,False
injected_any,0.5,60.0,46,0,,,,,False
injected,0.5,60.0,47,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,47,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,47,120,0.0717315673828125,4.0,12.0,5.0,False
injected_any,0.5,60.0,47,0,,,,,False
injected,0.5,60.0,48,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,48,60,0.13158798217773438,3.0,13.0,7.0,False
injected,0.5,60.0,48,120,0.0245208740234375,4.0,13.0,4.0,False
injected_any,0.5,60.0,48,0,,,,,False
injected,0.5,60.0,49,30,0.5,2.0,9.0,8.0,False
injected,0.5,60.0,49,60,0.1796417236328125,3.0,12.0,7.0,False
injected,0.5,60.0,49,120,0.1189422607421875,3.0,12.0,6.0,False
injected_any,0.5,60.0,49,0,,,,,False
injected,1.0,15.0,0,30,9.650597348809242e-06,4.0,28.0,4.0,True
injected,1.0,15.0,0,60,4.398822784423828e-05,4.0,23.0,3.0,True
injected,1.0,15.0,0,120,0.0020386576652526855,4.0,20.0,5.0,True
injected_any,1.0,15.0,0,0,,,,,True
injected,1.0,15.0,1,30,7.618218660354614e-06,4.0,26.0,3.0,True
injected,1.0,15.0,1,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,1.0,15.0,1,120,0.00020122528076171875,4.0,18.0,2.0,True
injected_any,1.0,15.0,1,0,,,,,True
injected,1.0,15.0,2,30,9.650597348809242e-06,4.0,28.0,4.0,True
injected,1.0,15.0,2,60,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,15.0,2,120,7.826089859008789e-05,4.0,22.0,3.0,True
injected_any,1.0,15.0,2,0,,,,,True
injected,1.0,15.0,3,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,3,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,3,120,0.000244140625,4.0,20.0,3.0,True
injected_any,1.0,15.0,3,0,,,,,True
injected,1.0,15.0,4,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,1.0,15.0,4,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,4,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,1.0,15.0,4,0,,,,,True
injected,1.0,15.0,5,30,1.697661355137825e-05,4.0,27.0,4.0,True
injected,1.0,15.0,5,60,7.826089859008789e-05,4.0,22.0,3.0,True
injected,1.0,15.0,5,120,0.0029623061418533325,4.0,21.0,6.0,True
injected_any,1.0,15.0,5,0,,,,,True
injected,1.0,15.0,6,30,1.1180760338902473e-05,3.0,30.0,5.0,True
injected,1.0,15.0,6,60,5.245208740234375e-06,3.0,24.0,2.0,True
injected,1.0,15.0,6,120,1.7940998077392578e-05,3.0,22.0,2.0,True
injected_any,1.0,15.0,6,0,,,,,True
injected,1.0,15.0,7,30,7.618218660354614e-06,4.0,26.0,3.0,True
injected,1.0,15.0,7,60,2.002716064453125e-05,4.0,19.0,1.0,True
injected,1.0,15.0,7,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,1.0,15.0,7,0,,,,,True
injected,1.0,15.0,8,30,5.587935447692871e-08,4.0,28.0,1.0,True
injected,1.0,15.0,8,60,5.960464477539063e-08,4.0,24.0,0.0,True
injected,1.0,15.0,8,120,2.002716064453125e-05,4.0,19.0,1.0,True
injected_any,1.0,15.0,8,0,,,,,True
injected,1.0,15.0,9,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,9,60,1.4901161193847656e-06,3.0,23.0,1.0,True
injected,1.0,15.0,9,120,0.0001385807991027832,3.0,21.0,3.0,True
injected_any,1.0,15.0,9,0,,,,,True
injected,1.0,15.0,10,30,4.215165972709656e-06,4.0,27.0,3.0,True
injected,1.0,15.0,10,60,1.7940998077392578e-05,3.0,22.0,2.0,True
injected,1.0,15.0,10,120,0.0012469589710235596,3.0,21.0,5.0,True
injected_any,1.0,15.0,10,0,,,,,True
injected,1.0,15.0,11,30,4.33996319770813e-07,4.0,28.0,2.0,True
injected,1.0,15.0,11,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,1.0,15.0,11,120,2.002716064453125e-05,4.0,19.0,1.0,True
injected_any,1.0,15.0,11,0,,,,,True
injected,1.0,15.0,12,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,12,60,1.4901161193847656e-06,3.0,23.0,1.0,True
injected,1.0,15.0,12,120,3.3020973205566406e-05,3.0,21.0,2.0,True
injected_any,1.0,15.0,12,0,,,,,True
injected,1.0,15.0,13,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,13,60,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,13,120,0.000244140625,3.0,20.0,3.0,True
injected_any,1.0,15.0,13,0,,,,,True
injected,1.0,15.0,14,30,4.215165972709656e-06,4.0,27.0,3.0,True
injected,1.0,15.0,14,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,1.0,15.0,14,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,1.0,15.0,14,0,,,,,True
injected,1.0,15.0,15,30,5.1857903599739075e-05,4.0,25.0,4.0,True
injected,1.0,15.0,15,60,0.0007448196411132812,4.0,18.0,3.0,True
injected,1.0,15.0,15,120,0.0022125244140625,4.0,16.0,3.0,True
injected_any,1.0,15.0,15,0,,,,,True
injected,1.0,15.0,16,30,8.121132850646973e-07,4.0,27.0,2.0,True
injected,1.0,15.0,16,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,16,120,0.0003643035888671875,3.0,17.0,2.0,True
injected_any,1.0,15.0,16,0,,,,,True
injected,1.0,15.0,17,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,17,60,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,15.0,17,120,0.00026676058769226074,4.0,22.0,4.0,True
injected_any,1.0,15.0,17,0,,,,,True
injected,1.0,15.0,18,30,1.372024416923523e-05,4.0,25.0,3.0,True
injected,1.0,15.0,18,60,1.7940998077392578e-05,4.0,22.0,2.0,True
injected,1.0,15.0,18,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,1.0,15.0,18,0,,,,,True
injected,1.0,15.0,19,30,1.2316741049289703e-07,4.0,30.0,2.0,True
injected,1.0,15.0,19,60,2.9802322387695312e-08,4.0,25.0,0.0,True
injected,1.0,15.0,19,120,5.245208740234375e-06,4.0,24.0,2.0,True
injected_any,1.0,15.0,19,0,,,,,True
injected,1.0,15.0,20,30,9.707873687148094e-07,4.0,32.0,4.0,True
injected,1.0,15.0,20,60,1.516193151473999e-06,3.0,26.0,2.0,True
injected,1.0,15.0,20,120,7.826089859008789e-05,3.0,22.0,3.0,True
injected_any,1.0,15.0,20,0,,,,,True
injected,1.0,15.0,21,30,4.33996319770813e-07,4.0,28.0,2.0,True
injected,1.0,15.0,21,60,1.7940998077392578e-05,3.0,22.0,2.0,True
injected,1.0,15.0,21,120,0.000244140625,3.0,20.0,3.0,True
injected_any,1.0,15.0,21,0,,,,,True
injected,1.0,15.0,22,30,6.542541086673737e-08,4.0,31.0,2.0,True
injected,1.0,15.0,22,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,22,120,3.3020973205566406e-05,4.0,21.0,2.0,True
injected_any,1.0,15.0,22,0,,,,,True
injected,1.0,15.0,23,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,23,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,1.0,15.0,23,120,1.7940998077392578e-05,4.0,22.0,2.0,True
injected_any,1.0,15.0,23,0,,,,,True
injected,1.0,15.0,24,30,5.653710104525089e-05,3.0,27.0,5.0,True
injected,1.0,15.0,24,60,1.7940998077392578e-05,3.0,22.0,2.0,True
injected,1.0,15.0,24,120,6.0558319091796875e-05,3.0,20.0,2.0,True
injected_any,1.0,15.0,24,0,,,,,True
injected,1.0,15.0,25,30,1.2316741049289703e-07,4.0,30.0,2.0,True
injected,1.0,15.0,25,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,25,120,1.4901161193847656e-06,4.0,23.0,1.0,True
injected_any,1.0,15.0,25,0,,,,,True
injected,1.0,15.0,26,30,8.121132850646973e-07,4.0,27.0,2.0,True
injected,1.0,15.0,26,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,1.0,15.0,26,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,1.0,15.0,26,0,,,,,True
injected,1.0,15.0,27,30,1.8364517018198967e-08,4.0,33.0,2.0,True
injected,1.0,15.0,27,60,7.450580596923828e-09,4.0,27.0,0.0,True
injected,1.0,15.0,27,120,1.4901161193847656e-06,3.0,23.0,1.0,True
injected_any,1.0,15.0,27,0,,,,,True
injected,1.0,15.0,28,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,28,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,28,120,0.0001385807991027832,3.0,21.0,3.0,True
injected_any,1.0,15.0,28,0,,,,,True
injected,1.0,15.0,29,30,1.0803341865539551e-07,4.0,27.0,1.0,True
injected,1.0,15.0,29,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,29,120,0.000244140625,3.0,20.0,3.0,True
injected_any,1.0,15.0,29,0,,,,,True
injected,1.0,15.0,30,30,5.245208740234375e-06,4.0,24.0,2.0,True
injected,1.0,15.0,30,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,1.0,15.0,30,120,0.0007448196411132812,3.0,18.0,3.0,True
injected_any,1.0,15.0,30,0,,,,,True
injected,1.0,15.0,31,30,5.464302375912666e-06,3.0,29.0,4.0,True
injected,1.0,15.0,31,60,2.823770046234131e-06,3.0,25.0,2.0,True
injected,1.0,15.0,31,120,4.398822784423828e-05,3.0,23.0,3.0,True
injected_any,1.0,15.0,31,0,,,,,True
injected,1.0,15.0,32,30,3.08244489133358e-06,4.0,30.0,4.0,True
injected,1.0,15.0,32,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,32,120,7.826089859008789e-05,4.0,22.0,3.0,True
injected_any,1.0,15.0,32,0,,,,,True
injected,1.0,15.0,33,30,1.516193151473999e-06,4.0,26.0,2.0,True
injected,1.0,15.0,33,60,3.3020973205566406e-05,3.0,21.0,2.0,True
injected,1.0,15.0,33,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,1.0,15.0,33,0,,,,,True
injected,1.0,15.0,34,30,6.542541086673737e-08,4.0,31.0,2.0,True
injected,1.0,15.0,34,60,2.9802322387695312e-08,4.0,25.0,0.0,True
injected,1.0,15.0,34,120,2.86102294921875e-06,3.0,22.0,1.0,True
injected_any,1.0,15.0,34,0,,,,,True
injected,1.0,15.0,35,30,4.33996319770813e-07,4.0,28.0,2.0,True
injected,1.0,15.0,35,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,35,120,0.000110626220703125,4.0,19.0,2.0,True
injected_any,1.0,15.0,35,0,,,,,True
injected,1.0,15.0,36,30,2.9738061130046848e-05,4.0,26.0,4.0,True
injected,1.0,15.0,36,60,7.826089859008789e-05,4.0,22.0,3.0,True
injected,1.0,15.0,36,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,1.0,15.0,36,0,,,,,True
injected,1.0,15.0,37,30,9.609758853912354e-05,4.0,26.0,5.0,True
injected,1.0,15.0,37,60,0.0004552602767944336,3.0,21.0,4.0,True
injected,1.0,15.0,37,120,0.0035986900329589844,3.0,17.0,4.0,True
injected_any,1.0,15.0,37,0,,,,,True
injected,1.0,15.0,38,30,9.650597348809242e-06,4.0,28.0,4.0,True
injected,1.0,15.0,38,60,2.4616718292236328e-05,3.0,24.0,3.0,True
injected,1.0,15.0,38,120,0.0004552602767944336,4.0,21.0,4.0,True
injected_any,1.0,15.0,38,0,,,,,True
injected,1.0,15.0,39,30,7.618218660354614e-06,4.0,26.0,3.0,True
injected,1.0,15.0,39,60,6.0558319091796875e-05,4.0,20.0,2.0,True
injected,1.0,15.0,39,120,0.003305375576019287,4.0,19.0,5.0,True
injected_any,1.0,15.0,39,0,,,,,True
injected,1.0,15.0,40,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,40,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,40,120,0.000244140625,4.0,20.0,3.0,True
injected_any,1.0,15.0,40,0,,,,,True
injected,1.0,15.0,41,30,2.4616718292236328e-05,3.0,24.0,3.0,True
injected,1.0,15.0,41,60,0.000110626220703125,3.0,19.0,2.0,True
injected,1.0,15.0,41,120,0.0007448196411132812,3.0,18.0,3.0,True
injected_any,1.0,15.0,41,0,,,,,True
injected,1.0,15.0,42,30,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,42,60,0.0001385807991027832,4.0,21.0,3.0,True
injected,1.0,15.0,42,120,0.005311012268066406,4.0,18.0,5.0,True
injected_any,1.0,15.0,42,0,,,,,True
injected,1.0,15.0,43,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,1.0,15.0,43,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,43,120,0.000110626220703125,4.0,19.0,2.0,True
injected_any,1.0,15.0,43,0,,,,,True
injected,1.0,15.0,44,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,44,60,8.121132850646973e-07,4.0,27.0,2.0,True
injected,1.0,15.0,44,120,8.999556303024292e-05,4.0,24.0,4.0,True
injected_any,1.0,15.0,44,0,,,,,True
injected,1.0,15.0,45,30,1.516193151473999e-06,4.0,26.0,2.0,True
injected,1.0,15.0,45,60,3.3020973205566406e-05,4.0,21.0,2.0,True
injected,1.0,15.0,45,120,0.002171754837036133,3.0,18.0,4.0,True
injected_any,1.0,15.0,45,0,,,,,True
injected,1.0,15.0,46,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,46,60,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,15.0,46,120,0.000244140625,4.0,20.0,3.0,True
injected_any,1.0,15.0,46,0,,,,,True
injected,1.0,15.0,47,30,1.516193151473999e-06,4.0,26.0,2.0,True
injected,1.0,15.0,47,60,3.3020973205566406e-05,4.0,21.0,2.0,True
injected,1.0,15.0,47,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,1.0,15.0,47,0,,,,,True
injected,1.0,15.0,48,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,48,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,48,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,1.0,15.0,48,0,,,,,True
injected,1.0,15.0,49,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,1.0,15.0,49,60,5.245208740234375e-06,3.0,24.0,2.0,True
injected,1.0,15.0,49,120,0.00026676058769226074,3.0,22.0,4.0,True
injected_any,1.0,15.0,49,0,,,,,True
injected,1.0,30.0,0,30,0.0001553744077682495,4.0,23.0,4.0,True
injected,1.0,30.0,0,60,7.826089859008789e-05,4.0,22.0,3.0,True
injected,1.0,30.0,0,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,1.0,30.0,0,0,,,,,True
injected,1.0,30.0,1,30,8.999556303024292e-05,4.0,24.0,4.0,True
injected,1.0,30.0,1,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,1.0,30.0,1,120,3.814697265625e-05,4.0,18.0,1.0,True
injected_any,1.0,30.0,1,0,,,,,True
injected,1.0,30.0,2,30,8.999556303024292e-05,4.0,24.0,4.0,True
injected,1.0,30.0,2,60,1.7940998077392578e-05,4.0,22.0,2.0,True
