mode,effect_sd,lag_min,seed,horizon_min,p_value,positive_folds,post_only,pre_only,pass_bonferroni
injected,0.5,15.0,9,120,0.013301849365234375,4.0,16.0,5.0,True
injected_any,0.5,15.0,9,0,,,,,True
injected,0.5,15.0,10,30,0.0029623061418533325,4.0,21.0,6.0,True
injected,0.5,15.0,10,60,0.007316648960113525,4.0,19.0,6.0,True
injected,0.5,15.0,10,120,0.011327922344207764,4.0,18.0,6.0,True
injected_any,0.5,15.0,10,0,,,,,True
injected,0.5,15.0,11,30,0.011327922344207764,3.0,18.0,6.0,True
injected,0.5,15.0,11,60,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,15.0,11,120,0.00960540771484375,4.0,15.0,4.0,True
injected_any,0.5,15.0,11,0,,,,,True
injected,0.5,15.0,12,30,0.0007568597793579102,3.0,22.0,5.0,True
injected,0.5,15.0,12,60,0.005311012268066406,3.0,18.0,5.0,True
injected,0.5,15.0,12,120,0.013301849365234375,3.0,16.0,5.0,True
injected_any,0.5,15.0,12,0,,,,,True
injected,0.5,15.0,13,30,9.609758853912354e-05,4.0,26.0,5.0,True
injected,0.5,15.0,13,60,0.0004552602767944336,4.0,21.0,4.0,True
injected,0.5,15.0,13,120,0.001299738883972168,4.0,19.0,4.0,True
injected_any,0.5,15.0,13,0,,,,,True
injected,0.5,15.0,14,30,0.0046776533126831055,3.0,20.0,6.0,True
injected,0.5,15.0,14,60,0.002171754837036133,3.0,18.0,4.0,True
injected,0.5,15.0,14,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,14,0,,,,,True
injected,0.5,15.0,15,30,0.0018595829606056213,4.0,22.0,6.0,True
injected,0.5,15.0,15,60,0.001299738883972168,4.0,19.0,4.0,True
injected,0.5,15.0,15,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,0.5,15.0,15,0,,,,,True
injected,0.5,15.0,16,30,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,16,60,0.013301849365234375,3.0,16.0,5.0,True
injected,0.5,15.0,16,120,0.020694732666015625,4.0,15.0,5.0,False
injected_any,0.5,15.0,16,0,,,,,True
injected,0.5,15.0,17,30,0.00045611709356307983,4.0,23.0,5.0,True
injected,0.5,15.0,17,60,0.0004277229309082031,4.0,19.0,3.0,True
injected,0.5,15.0,17,120,0.0012884140014648438,4.0,17.0,3.0,True
injected_any,0.5,15.0,17,0,,,,,True
injected,0.5,15.0,18,30,0.000771939754486084,4.0,20.0,4.0,True
injected,0.5,15.0,18,60,0.002171754837036133,4.0,18.0,4.0,True
injected,0.5,15.0,18,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,18,0,,,,,True
injected,0.5,15.0,19,30,0.0004552602767944336,3.0,21.0,4.0,True
injected,0.5,15.0,19,60,0.0012884140014648438,3.0,17.0,3.0,True
injected,0.5,15.0,19,120,0.0022125244140625,4.0,16.0,3.0,True
injected_any,0.5,15.0,19,0,,,,,True
injected,0.5,15.0,20,30,0.0012469589710235596,3.0,21.0,5.0,True
injected,0.5,15.0,20,60,0.0007448196411132812,3.0,18.0,3.0,True
injected,0.5,15.0,20,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,0.5,15.0,20,0,,,,,True
injected,0.5,15.0,21,30,0.00026676058769226074,3.0,22.0,4.0,True
injected,0.5,15.0,21,60,0.0012884140014648438,3.0,17.0,3.0,True
injected,0.5,15.0,21,120,0.0012884140014648438,3.0,17.0,3.0,True
injected_any,0.5,15.0,21,0,,,,,True
injected,0.5,15.0,22,30,0.0012469589710235596,3.0,21.0,5.0,True
injected,0.5,15.0,22,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,22,120,0.005908966064453125,3.0,16.0,4.0,True
injected_any,0.5,15.0,22,0,,,,,True
injected,0.5,15.0,23,30,0.0012469589710235596,4.0,21.0,5.0,True
injected,0.5,15.0,23,60,0.005311012268066406,4.0,18.0,5.0,True
injected,0.5,15.0,23,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,23,0,,,,,True
injected,0.5,15.0,24,30,5.1857903599739075e-05,4.0,25.0,4.0,True
injected,0.5,15.0,24,60,0.0001385807991027832,4.0,21.0,3.0,True
injected,0.5,15.0,24,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,0.5,15.0,24,0,,,,,True
injected,0.5,15.0,25,30,0.0029623061418533325,3.0,21.0,6.0,True
injected,0.5,15.0,25,60,0.011327922344207764,3.0,18.0,6.0,True
injected,0.5,15.0,25,120,0.01734483242034912,3.0,17.0,6.0,False
injected_any,0.5,15.0,25,0,,,,,True
injected,0.5,15.0,26,30,0.00045611709356307983,4.0,23.0,5.0,True
injected,0.5,15.0,26,60,0.0004277229309082031,4.0,19.0,3.0,True
injected,0.5,15.0,26,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,0.5,15.0,26,0,,,,,True
injected,0.5,15.0,27,30,0.0095786452293396,3.0,20.0,7.0,True
injected,0.5,15.0,27,60,0.01734483242034912,3.0,17.0,6.0,False
injected,0.5,15.0,27,120,0.013301849365234375,4.0,16.0,5.0,True
injected_any,0.5,15.0,27,0,,,,,True
injected,0.5,15.0,28,30,0.0004552602767944336,4.0,21.0,4.0,True
injected,0.5,15.0,28,60,0.0012884140014648438,4.0,17.0,3.0,True
injected,0.5,15.0,28,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,28,0,,,,,True
injected,0.5,15.0,29,30,0.011327922344207764,3.0,18.0,6.0,True
injected,0.5,15.0,29,60,0.04656982421875,4.0,16.0,7.0,False
injected,0.5,15.0,29,120,0.057659149169921875,4.0,14.0,6.0,False
injected_any,0.5,15.0,29,0,,,,,True
injected,0.5,15.0,30,30,0.00045611709356307983,4.0,23.0,5.0,True
injected,0.5,15.0,30,60,0.002171754837036133,4.0,18.0,4.0,True
injected,0.5,15.0,30,120,0.0012884140014648438,4.0,17.0,3.0,True
injected_any,0.5,15.0,30,0,,,,,True
injected,0.5,15.0,31,30,0.0020386576652526855,3.0,20.0,5.0,True
injected,0.5,15.0,31,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,31,120,0.0035986900329589844,3.0,17.0,4.0,True
injected_any,0.5,15.0,31,0,,,,,True
injected,0.5,15.0,32,30,0.00845026969909668,3.0,17.0,5.0,True
injected,0.5,15.0,32,60,0.0037689208984375,3.0,15.0,3.0,True
injected,0.5,15.0,32,120,0.005908966064453125,4.0,16.0,4.0,True
injected_any,0.5,15.0,32,0,,,,,True
injected,0.5,15.0,33,30,8.999556303024292e-05,4.0,24.0,4.0,True
injected,0.5,15.0,33,60,0.0004277229309082031,4.0,19.0,3.0,True
injected,0.5,15.0,33,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,33,0,,,,,True
injected,0.5,15.0,34,30,0.0029623061418533325,3.0,21.0,6.0,True
injected,0.5,15.0,34,60,0.002171754837036133,3.0,18.0,4.0,True
injected,0.5,15.0,34,120,0.0007448196411132812,3.0,18.0,3.0,True
injected_any,0.5,15.0,34,0,,,,,True
injected,0.5,15.0,35,30,0.0020386576652526855,3.0,20.0,5.0,True
injected,0.5,15.0,35,60,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,15.0,35,120,0.00960540771484375,3.0,15.0,4.0,True
injected_any,0.5,15.0,35,0,,,,,True
injected,0.5,15.0,36,30,0.00045611709356307983,3.0,23.0,5.0,True
injected,0.5,15.0,36,60,0.001299738883972168,3.0,19.0,4.0,True
injected,0.5,15.0,36,120,0.002171754837036133,3.0,18.0,4.0,True
injected_any,0.5,15.0,36,0,,,,,True
injected,0.5,15.0,37,30,0.00045611709356307983,3.0,23.0,5.0,True
injected,0.5,15.0,37,60,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,37,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,37,0,,,,,True
injected,0.5,15.0,38,30,0.000771939754486084,4.0,20.0,4.0,True
injected,0.5,15.0,38,60,0.0012884140014648438,4.0,17.0,3.0,True
injected,0.5,15.0,38,120,0.0022125244140625,4.0,16.0,3.0,True
injected_any,0.5,15.0,38,0,,,,,True
injected,0.5,15.0,39,30,0.0046776533126831055,4.0,20.0,6.0,True
injected,0.5,15.0,39,60,0.01734483242034912,4.0,17.0,6.0,False
injected,0.5,15.0,39,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,39,0,,,,,True
injected,0.5,15.0,40,30,0.0029623061418533325,3.0,21.0,6.0,True
injected,0.5,15.0,40,60,0.005311012268066406,3.0,18.0,5.0,True
injected,0.5,15.0,40,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,40,0,,,,,True
injected,0.5,15.0,41,30,0.00026676058769226074,3.0,22.0,4.0,True
injected,0.5,15.0,41,60,0.0004277229309082031,3.0,19.0,3.0,True
injected,0.5,15.0,41,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,0.5,15.0,41,0,,,,,True
injected,0.5,15.0,42,30,0.0007568597793579102,4.0,22.0,5.0,True
injected,0.5,15.0,42,60,0.002171754837036133,4.0,18.0,4.0,True
injected,0.5,15.0,42,120,0.0022125244140625,4.0,16.0,3.0,True
injected_any,0.5,15.0,42,0,,,,,True
injected,0.5,15.0,43,30,0.0018595829606056213,4.0,22.0,6.0,True
injected,0.5,15.0,43,60,0.005311012268066406,4.0,18.0,5.0,True
injected,0.5,15.0,43,120,0.005908966064453125,4.0,16.0,4.0,True
injected_any,0.5,15.0,43,0,,,,,True
injected,0.5,15.0,44,30,0.011327922344207764,2.0,18.0,6.0,False
injected,0.5,15.0,44,60,0.03917694091796875,3.0,15.0,6.0,False
injected,0.5,15.0,44,120,0.01734483242034912,4.0,17.0,6.0,False
injected_any,0.5,15.0,44,0,,,,,False
injected,0.5,15.0,45,30,0.0018595829606056213,3.0,22.0,6.0,True
injected,0.5,15.0,45,60,0.007316648960113525,4.0,19.0,6.0,True
injected,0.5,15.0,45,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,45,0,,,,,True
injected,0.5,15.0,46,30,0.00045611709356307983,4.0,23.0,5.0,True
injected,0.5,15.0,46,60,0.003305375576019287,4.0,19.0,5.0,True
injected,0.5,15.0,46,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,46,0,,,,,True
injected,0.5,15.0,47,30,0.00045611709356307983,4.0,23.0,5.0,True
injected,0.5,15.0,47,60,0.001299738883972168,4.0,19.0,4.0,True
injected,0.5,15.0,47,120,0.0012884140014648438,4.0,17.0,3.0,True
injected_any,0.5,15.0,47,0,,,,,True
injected,0.5,15.0,48,30,0.0011578500270843506,4.0,23.0,6.0,True
injected,0.5,15.0,48,60,0.003305375576019287,4.0,19.0,5.0,True
injected,0.5,15.0,48,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,48,0,,,,,True
injected,0.5,15.0,49,30,0.0007568597793579102,4.0,22.0,5.0,True
injected,0.5,15.0,49,60,0.002171754837036133,4.0,18.0,4.0,True
injected,0.5,15.0,49,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,49,0,,,,,True
injected,0.5,15.0,50,30,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,50,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,50,120,0.00960540771484375,3.0,15.0,4.0,True
injected_any,0.5,15.0,50,0,,,,,True
injected,0.5,15.0,51,30,0.004065029323101044,3.0,22.0,7.0,True
injected,0.5,15.0,51,60,0.0095786452293396,4.0,20.0,7.0,True
injected,0.5,15.0,51,120,0.014479637145996094,4.0,19.0,7.0,True
injected_any,0.5,15.0,51,0,,,,,True
injected,0.5,15.0,52,30,0.0011578500270843506,3.0,23.0,6.0,True
injected,0.5,15.0,52,60,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,52,120,0.005311012268066406,4.0,18.0,5.0,True
injected_any,0.5,15.0,52,0,,,,,True
injected,0.5,15.0,53,30,0.00026676058769226074,3.0,22.0,4.0,True
injected,0.5,15.0,53,60,0.002171754837036133,3.0,18.0,4.0,True
injected,0.5,15.0,53,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,53,0,,,,,True
injected,0.5,15.0,54,30,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,15.0,54,60,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,15.0,54,120,0.048126220703125,3.0,13.0,5.0,False
injected_any,0.5,15.0,54,0,,,,,True
injected,0.5,15.0,55,30,0.0018595829606056213,3.0,22.0,6.0,True
injected,0.5,15.0,55,60,0.00845026969909668,3.0,17.0,5.0,True
injected,0.5,15.0,55,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,55,0,,,,,True
injected,0.5,15.0,56,30,0.0016634464263916016,4.0,24.0,7.0,True
injected,0.5,15.0,56,60,0.0046776533126831055,4.0,20.0,6.0,True
injected,0.5,15.0,56,120,0.005311012268066406,4.0,18.0,5.0,True
injected_any,0.5,15.0,56,0,,,,,True
injected,0.5,15.0,57,30,0.00045611709356307983,4.0,23.0,5.0,True
injected,0.5,15.0,57,60,0.0004277229309082031,4.0,19.0,3.0,True
injected,0.5,15.0,57,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,0.5,15.0,57,0,,,,,True
injected,0.5,15.0,58,30,0.0010512007866054773,4.0,25.0,7.0,True
injected,0.5,15.0,58,60,0.0020386576652526855,4.0,20.0,5.0,True
injected,0.5,15.0,58,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,58,0,,,,,True
injected,0.5,15.0,59,30,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,59,60,0.0022125244140625,3.0,16.0,3.0,True
injected,0.5,15.0,59,120,0.0037689208984375,3.0,15.0,3.0,True
injected_any,0.5,15.0,59,0,,,,,True
injected,0.5,15.0,60,30,0.0001553744077682495,4.0,23.0,4.0,True
injected,0.5,15.0,60,60,0.0004277229309082031,4.0,19.0,3.0,True
injected,0.5,15.0,60,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,60,0,,,,,True
injected,0.5,15.0,61,30,0.0001553744077682495,4.0,23.0,4.0,True
injected,0.5,15.0,61,60,0.0004277229309082031,4.0,19.0,3.0,True
injected,0.5,15.0,61,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,0.5,15.0,61,0,,,,,True
injected,0.5,15.0,62,30,0.005311012268066406,3.0,18.0,5.0,True
injected,0.5,15.0,62,60,0.0317840576171875,3.0,14.0,5.0,False
injected,0.5,15.0,62,120,0.03917694091796875,3.0,15.0,6.0,False
injected_any,0.5,15.0,62,0,,,,,True
injected,0.5,15.0,63,30,0.000771939754486084,4.0,20.0,4.0,True
injected,0.5,15.0,63,60,0.0012884140014648438,4.0,17.0,3.0,True
injected,0.5,15.0,63,120,0.005908966064453125,4.0,16.0,4.0,True
injected_any,0.5,15.0,63,0,,,,,True
injected,0.5,15.0,64,30,0.0020386576652526855,4.0,20.0,5.0,True
injected,0.5,15.0,64,60,0.0037689208984375,4.0,15.0,3.0,True
injected,0.5,15.0,64,120,0.01544189453125,4.0,14.0,4.0,True
injected_any,0.5,15.0,64,0,,,,,True
injected,0.5,15.0,65,30,0.0046776533126831055,3.0,20.0,6.0,True
injected,0.5,15.0,65,60,0.00845026969909668,4.0,17.0,5.0,True
injected,0.5,15.0,65,120,0.005908966064453125,4.0,16.0,4.0,True
injected_any,0.5,15.0,65,0,,,,,True
injected,0.5,15.0,66,30,0.0004552602767944336,4.0,21.0,4.0,True
injected,0.5,15.0,66,60,0.001299738883972168,4.0,19.0,4.0,True
injected,0.5,15.0,66,120,0.005311012268066406,4.0,18.0,5.0,True
injected_any,0.5,15.0,66,0,,,,,True
injected,0.5,15.0,67,30,0.0012469589710235596,3.0,21.0,5.0,True
injected,0.5,15.0,67,60,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,67,120,0.00845026969909668,3.0,17.0,5.0,True
injected_any,0.5,15.0,67,0,,,,,True
injected,0.5,15.0,68,30,0.0020386576652526855,3.0,20.0,5.0,True
injected,0.5,15.0,68,60,0.0022125244140625,3.0,16.0,3.0,True
injected,0.5,15.0,68,120,0.0037689208984375,3.0,15.0,3.0,True
injected_any,0.5,15.0,68,0,,,,,True
injected,0.5,15.0,69,30,0.0011578500270843506,4.0,23.0,6.0,True
injected,0.5,15.0,69,60,0.0020386576652526855,4.0,20.0,5.0,True
injected,0.5,15.0,69,120,0.007316648960113525,4.0,19.0,6.0,True
injected_any,0.5,15.0,69,0,,,,,True
injected,0.5,15.0,70,30,0.0007568597793579102,3.0,22.0,5.0,True
injected,0.5,15.0,70,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,70,120,0.005908966064453125,3.0,16.0,4.0,True
injected_any,0.5,15.0,70,0,,,,,True
injected,0.5,15.0,71,30,0.005311012268066406,4.0,18.0,5.0,True
injected,0.5,15.0,71,60,0.013301849365234375,4.0,16.0,5.0,True
injected,0.5,15.0,71,120,0.013301849365234375,4.0,16.0,5.0,True
injected_any,0.5,15.0,71,0,,,,,True
injected,0.5,15.0,72,30,0.002171754837036133,3.0,18.0,4.0,True
injected,0.5,15.0,72,60,0.00960540771484375,3.0,15.0,4.0,True
injected,0.5,15.0,72,120,0.00960540771484375,3.0,15.0,4.0,True
injected_any,0.5,15.0,72,0,,,,,True
injected,0.5,15.0,73,30,0.00045611709356307983,3.0,23.0,5.0,True
injected,0.5,15.0,73,60,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,73,120,0.005311012268066406,4.0,18.0,5.0,True
injected_any,0.5,15.0,73,0,,,,,True
injected,0.5,15.0,74,30,0.011327922344207764,2.0,18.0,6.0,False
injected,0.5,15.0,74,60,0.020694732666015625,3.0,15.0,5.0,False
injected,0.5,15.0,74,120,0.00960540771484375,4.0,15.0,4.0,True
injected_any,0.5,15.0,74,0,,,,,True
injected,0.5,15.0,75,30,0.001299738883972168,3.0,19.0,4.0,True
injected,0.5,15.0,75,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,75,120,0.0035986900329589844,3.0,17.0,4.0,True
injected_any,0.5,15.0,75,0,,,,,True
injected,0.5,15.0,76,30,0.005311012268066406,4.0,18.0,5.0,True
injected,0.5,15.0,76,60,0.01734483242034912,4.0,17.0,6.0,False
injected,0.5,15.0,76,120,0.04656982421875,4.0,16.0,7.0,False
injected_any,0.5,15.0,76,0,,,,,True
injected,0.5,15.0,77,30,0.00026676058769226074,4.0,22.0,4.0,True
injected,0.5,15.0,77,60,0.0007448196411132812,4.0,18.0,3.0,True
injected,0.5,15.0,77,120,0.0022125244140625,4.0,16.0,3.0,True
injected_any,0.5,15.0,77,0,,,,,True
injected,0.5,15.0,78,30,0.0007568597793579102,3.0,22.0,5.0,True
injected,0.5,15.0,78,60,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,78,120,0.005311012268066406,4.0,18.0,5.0,True
injected_any,0.5,15.0,78,0,,,,,True
injected,0.5,15.0,79,30,0.0007154531776905061,4.0,24.0,6.0,True
injected,0.5,15.0,79,60,0.003305375576019287,4.0,19.0,5.0,True
injected,0.5,15.0,79,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,79,0,,,,,True
injected,0.5,15.0,80,30,0.000771939754486084,3.0,20.0,4.0,True
injected,0.5,15.0,80,60,0.0035986900329589844,3.0,17.0,4.0,True
injected,0.5,15.0,80,120,0.00960540771484375,3.0,15.0,4.0,True
injected_any,0.5,15.0,80,0,,,,,True
injected,0.5,15.0,81,30,0.001299738883972168,3.0,19.0,4.0,True
injected,0.5,15.0,81,60,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,15.0,81,120,0.00960540771484375,4.0,15.0,4.0,True
injected_any,0.5,15.0,81,0,,,,,True
injected,0.5,15.0,82,30,0.007316648960113525,3.0,19.0,6.0,True
injected,0.5,15.0,82,60,0.020694732666015625,3.0,15.0,5.0,False
injected,0.5,15.0,82,120,0.026239395141601562,3.0,16.0,6.0,False
injected_any,0.5,15.0,82,0,,,,,True
injected,0.5,15.0,83,30,0.0011578500270843506,4.0,23.0,6.0,True
injected,0.5,15.0,83,60,0.005311012268066406,4.0,18.0,5.0,True
injected,0.5,15.0,83,120,0.013301849365234375,4.0,16.0,5.0,True
injected_any,0.5,15.0,83,0,,,,,True
injected,0.5,15.0,84,30,0.0018595829606056213,4.0,22.0,6.0,True
injected,0.5,15.0,84,60,0.00845026969909668,4.0,17.0,5.0,True
injected,0.5,15.0,84,120,0.01734483242034912,4.0,17.0,6.0,False
injected_any,0.5,15.0,84,0,,,,,True
injected,0.5,15.0,85,30,0.000771939754486084,3.0,20.0,4.0,True
injected,0.5,15.0,85,60,0.0037689208984375,3.0,15.0,3.0,True
injected,0.5,15.0,85,120,0.005908966064453125,4.0,16.0,4.0,True
injected_any,0.5,15.0,85,0,,,,,True
injected,0.5,15.0,86,30,0.0012469589710235596,4.0,21.0,5.0,True
injected,0.5,15.0,86,60,0.002171754837036133,4.0,18.0,4.0,True
injected,0.5,15.0,86,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,86,0,,,,,True
injected,0.5,15.0,87,30,0.00026676058769226074,4.0,22.0,4.0,True
injected,0.5,15.0,87,60,0.0007448196411132812,4.0,18.0,3.0,True
injected,0.5,15.0,87,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,87,0,,,,,True
injected,0.5,15.0,88,30,0.00045611709356307983,4.0,23.0,5.0,True
injected,0.5,15.0,88,60,0.0020386576652526855,4.0,20.0,5.0,True
injected,0.5,15.0,88,120,0.005311012268066406,4.0,18.0,5.0,True
injected_any,0.5,15.0,88,0,,,,,True
injected,0.5,15.0,89,30,0.0018595829606056213,3.0,22.0,6.0,True
injected,0.5,15.0,89,60,0.011327922344207764,3.0,18.0,6.0,True
injected,0.5,15.0,89,120,0.00845026969909668,4.0,17.0,5.0,True
injected_any,0.5,15.0,89,0,,,,,True
injected,0.5,15.0,90,30,0.0012469589710235596,4.0,21.0,5.0,True
injected,0.5,15.0,90,60,0.0012884140014648438,4.0,17.0,3.0,True
injected,0.5,15.0,90,120,0.0012884140014648438,4.0,17.0,3.0,True
injected_any,0.5,15.0,90,0,,,,,True
injected,0.5,15.0,91,30,0.0020386576652526855,3.0,20.0,5.0,True
injected,0.5,15.0,91,60,0.0022125244140625,3.0,16.0,3.0,True
injected,0.5,15.0,91,120,0.0037689208984375,3.0,15.0,3.0,True
injected_any,0.5,15.0,91,0,,,,,True
injected,0.5,15.0,92,30,0.0007568597793579102,4.0,22.0,5.0,True
injected,0.5,15.0,92,60,0.0035986900329589844,4.0,17.0,4.0,True
injected,0.5,15.0,92,120,0.005908966064453125,4.0,16.0,4.0,True
injected_any,0.5,15.0,92,0,,,,,True
injected,0.5,15.0,93,30,0.0020386576652526855,3.0,20.0,5.0,True
injected,0.5,15.0,93,60,0.013301849365234375,3.0,16.0,5.0,True
injected,0.5,15.0,93,120,0.01734483242034912,4.0,17.0,6.0,False
injected_any,0.5,15.0,93,0,,,,,True
injected,0.5,15.0,94,30,0.000771939754486084,3.0,20.0,4.0,True
injected,0.5,15.0,94,60,0.0012884140014648438,3.0,17.0,3.0,True
injected,0.5,15.0,94,120,0.0022125244140625,3.0,16.0,3.0,True
injected_any,0.5,15.0,94,0,,,,,True
injected,0.5,15.0,95,30,0.003305375576019287,3.0,19.0,5.0,True
injected,0.5,15.0,95,60,0.013301849365234375,3.0,16.0,5.0,True
injected,0.5,15.0,95,120,0.013301849365234375,3.0,16.0,5.0,True
injected_any,0.5,15.0,95,0,,,,,True
injected,0.5,15.0,96,30,0.0026114396750926976,4.0,23.0,7.0,True
injected,0.5,15.0,96,60,0.003305375576019287,4.0,19.0,5.0,True
injected,0.5,15.0,96,120,0.0035986900329589844,4.0,17.0,4.0,True
injected_any,0.5,15.0,96,0,,,,,True
injected,0.5,15.0,97,30,0.0046776533126831055,4.0,20.0,6.0,True
injected,0.5,15.0,97,60,0.01734483242034912,4.0,17.0,6.0,False
injected,0.5,15.0,97,120,0.01734483242034912,4.0,17.0,6.0,False
injected_any,0.5,15.0,97,0,,,,,True
injected,0.5,15.0,98,30,0.0007568597793579102,4.0,22.0,5.0,True
injected,0.5,15.0,98,60,0.000771939754486084,4.0,20.0,4.0,True
injected,0.5,15.0,98,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,0.5,15.0,98,0,,,,,True
injected,0.5,15.0,99,30,0.0012469589710235596,3.0,21.0,5.0,True
injected,0.5,15.0,99,60,0.005908966064453125,3.0,16.0,4.0,True
injected,0.5,15.0,99,120,0.005908966064453125,3.0,16.0,4.0,True
injected_any,0.5,15.0,99,0,,,,,True
injected,0.5,30.0,0,30,0.0317840576171875,3.0,14.0,5.0,False
