mode,effect_sd,lag_min,seed,horizon_min,p_value,positive_folds,post_only,pre_only,pass_bonferroni
injected,1.0,15.0,33,30,6.165646482259035e-08,4.0,34.0,3.0,True
injected,1.0,15.0,33,60,1.0803341865539551e-07,4.0,27.0,1.0,True
injected,1.0,15.0,33,120,2.4616718292236328e-05,4.0,24.0,3.0,True
injected_any,1.0,15.0,33,0,,,,,True
injected,1.0,15.0,34,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,34,60,1.516193151473999e-06,3.0,26.0,2.0,True
injected,1.0,15.0,34,120,9.715557098388672e-06,3.0,23.0,2.0,True
injected_any,1.0,15.0,34,0,,,,,True
injected,1.0,15.0,35,30,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,35,60,4.76837158203125e-07,3.0,21.0,0.0,True
injected,1.0,15.0,35,120,2.002716064453125e-05,3.0,19.0,1.0,True
injected_any,1.0,15.0,35,0,,,,,True
injected,1.0,15.0,36,30,3.8300640881061554e-07,4.0,31.0,3.0,True
injected,1.0,15.0,36,60,1.516193151473999e-06,3.0,26.0,2.0,True
injected,1.0,15.0,36,120,7.826089859008789e-05,3.0,22.0,3.0,True
injected_any,1.0,15.0,36,0,,,,,True
injected,1.0,15.0,37,30,5.587935447692871e-08,4.0,28.0,1.0,True
injected,1.0,15.0,37,60,2.384185791015625e-07,4.0,22.0,0.0,True
injected,1.0,15.0,37,120,1.049041748046875e-05,4.0,20.0,1.0,True
injected_any,1.0,15.0,37,0,,,,,True
injected,1.0,15.0,38,30,8.121132850646973e-07,4.0,27.0,2.0,True
injected,1.0,15.0,38,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,1.0,15.0,38,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,1.0,15.0,38,0,,,,,True
injected,1.0,15.0,39,30,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,1.0,15.0,39,60,6.0558319091796875e-05,4.0,20.0,2.0,True
injected,1.0,15.0,39,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,1.0,15.0,39,0,,,,,True
injected,1.0,15.0,40,30,5.842093378305435e-05,3.0,29.0,6.0,True
injected,1.0,15.0,40,60,2.4616718292236328e-05,3.0,24.0,3.0,True
injected,1.0,15.0,40,120,0.00026676058769226074,4.0,22.0,4.0,True
injected_any,1.0,15.0,40,0,,,,,True
injected,1.0,15.0,41,30,5.587935447692871e-08,4.0,28.0,1.0,True
injected,1.0,15.0,41,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,41,120,9.715557098388672e-06,4.0,23.0,2.0,True
injected_any,1.0,15.0,41,0,,,,,True
injected,1.0,15.0,42,30,2.3245811462402344e-06,4.0,28.0,3.0,True
injected,1.0,15.0,42,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,42,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,1.0,15.0,42,0,,,,,True
injected,1.0,15.0,43,30,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,43,60,6.0558319091796875e-05,4.0,20.0,2.0,True
injected,1.0,15.0,43,120,0.0007448196411132812,4.0,18.0,3.0,True
injected_any,1.0,15.0,43,0,,,,,True
injected,1.0,15.0,44,30,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,15.0,44,60,2.002716064453125e-05,4.0,19.0,1.0,True
injected,1.0,15.0,44,120,0.001299738883972168,4.0,19.0,4.0,True
injected_any,1.0,15.0,44,0,,,,,True
injected,1.0,15.0,45,30,1.1180760338902473e-05,4.0,30.0,5.0,True
injected,1.0,15.0,45,60,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,1.0,15.0,45,120,0.0004552602767944336,4.0,21.0,4.0,True
injected_any,1.0,15.0,45,0,,,,,True
injected,1.0,15.0,46,30,2.3245811462402344e-06,4.0,28.0,3.0,True
injected,1.0,15.0,46,60,5.245208740234375e-06,4.0,24.0,2.0,True
injected,1.0,15.0,46,120,0.0004552602767944336,4.0,21.0,4.0,True
injected_any,1.0,15.0,46,0,,,,,True
injected,1.0,15.0,47,30,5.587935447692871e-08,4.0,28.0,1.0,True
injected,1.0,15.0,47,60,2.384185791015625e-07,4.0,22.0,0.0,True
injected,1.0,15.0,47,120,7.2479248046875e-05,4.0,17.0,1.0,True
injected_any,1.0,15.0,47,0,,,,,True
injected,1.0,15.0,48,30,2.0884908735752106e-07,4.0,32.0,3.0,True
injected,1.0,15.0,48,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,1.0,15.0,48,120,3.3020973205566406e-05,4.0,21.0,2.0,True
injected_any,1.0,15.0,48,0,,,,,True
injected,1.0,15.0,49,30,4.33996319770813e-07,4.0,28.0,2.0,True
injected,1.0,15.0,49,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,1.0,15.0,49,120,0.00026676058769226074,4.0,22.0,4.0,True
injected_any,1.0,15.0,49,0,,,,,True
injected,1.0,15.0,50,30,5.464302375912666e-06,4.0,29.0,4.0,True
injected,1.0,15.0,50,60,1.372024416923523e-05,3.0,25.0,3.0,True
injected,1.0,15.0,50,120,0.00026676058769226074,3.0,22.0,4.0,True
injected_any,1.0,15.0,50,0,,,,,True
injected,1.0,15.0,51,30,5.653710104525089e-05,4.0,27.0,5.0,True
injected,1.0,15.0,51,60,0.0001553744077682495,4.0,23.0,4.0,True
injected,1.0,15.0,51,120,0.0012469589710235596,4.0,21.0,5.0,True
injected_any,1.0,15.0,51,0,,,,,True
injected,1.0,15.0,52,30,3.7137651816010475e-06,4.0,32.0,5.0,True
injected,1.0,15.0,52,60,7.618218660354614e-06,3.0,26.0,3.0,True
injected,1.0,15.0,52,120,4.398822784423828e-05,4.0,23.0,3.0,True
injected_any,1.0,15.0,52,0,,,,,True
injected,1.0,15.0,53,30,1.4901161193847656e-08,4.0,30.0,1.0,True
injected,1.0,15.0,53,60,1.1920928955078125e-07,4.0,23.0,0.0,True
injected,1.0,15.0,53,120,5.4836273193359375e-06,4.0,21.0,1.0,True
injected_any,1.0,15.0,53,0,,,,,True
injected,1.0,15.0,54,30,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,15.0,54,60,0.0007448196411132812,3.0,18.0,3.0,True
injected,1.0,15.0,54,120,0.0037689208984375,3.0,15.0,3.0,True
injected_any,1.0,15.0,54,0,,,,,True
injected,1.0,15.0,55,30,7.618218660354614e-06,4.0,26.0,3.0,True
injected,1.0,15.0,55,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,1.0,15.0,55,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,1.0,15.0,55,0,,,,,True
injected,1.0,15.0,56,30,2.0884908735752106e-07,4.0,32.0,3.0,True
injected,1.0,15.0,56,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,1.0,15.0,56,120,3.3020973205566406e-05,4.0,21.0,2.0,True
injected_any,1.0,15.0,56,0,,,,,True
injected,1.0,15.0,57,30,1.2316741049289703e-07,4.0,30.0,2.0,True
injected,1.0,15.0,57,60,5.960464477539063e-08,4.0,24.0,0.0,True
injected,1.0,15.0,57,120,1.049041748046875e-05,4.0,20.0,1.0,True
injected_any,1.0,15.0,57,0,,,,,True
injected,1.0,15.0,58,30,9.707873687148094e-07,4.0,32.0,4.0,True
injected,1.0,15.0,58,60,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,58,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,1.0,15.0,58,0,,,,,True
injected,1.0,15.0,59,30,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,59,60,2.86102294921875e-06,3.0,22.0,1.0,True
injected,1.0,15.0,59,120,6.0558319091796875e-05,3.0,20.0,2.0,True
injected_any,1.0,15.0,59,0,,,,,True
injected,1.0,15.0,60,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,60,60,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,60,120,7.826089859008789e-05,4.0,22.0,3.0,True
injected_any,1.0,15.0,60,0,,,,,True
injected,1.0,15.0,61,30,3.4691765904426575e-08,4.0,32.0,2.0,True
injected,1.0,15.0,61,60,8.121132850646973e-07,4.0,27.0,2.0,True
injected,1.0,15.0,61,120,7.826089859008789e-05,4.0,22.0,3.0,True
injected_any,1.0,15.0,61,0,,,,,True
injected,1.0,15.0,62,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,1.0,15.0,62,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,62,120,0.000771939754486084,3.0,20.0,4.0,True
injected_any,1.0,15.0,62,0,,,,,True
injected,1.0,15.0,63,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,63,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,63,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,1.0,15.0,63,0,,,,,True
injected,1.0,15.0,64,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,1.0,15.0,64,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,1.0,15.0,64,120,0.0004552602767944336,4.0,21.0,4.0,True
injected_any,1.0,15.0,64,0,,,,,True
injected,1.0,15.0,65,30,4.33996319770813e-07,4.0,28.0,2.0,True
injected,1.0,15.0,65,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,65,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,1.0,15.0,65,0,,,,,True
injected,1.0,15.0,66,30,1.0803341865539551e-07,4.0,27.0,1.0,True
injected,1.0,15.0,66,60,2.384185791015625e-07,4.0,22.0,0.0,True
injected,1.0,15.0,66,120,0.000244140625,4.0,20.0,3.0,True
injected_any,1.0,15.0,66,0,,,,,True
injected,1.0,15.0,67,30,4.215165972709656e-06,4.0,27.0,3.0,True
injected,1.0,15.0,67,60,5.245208740234375e-06,4.0,24.0,2.0,True
injected,1.0,15.0,67,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,1.0,15.0,67,0,,,,,True
injected,1.0,15.0,68,30,1.2316741049289703e-07,4.0,30.0,2.0,True
injected,1.0,15.0,68,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,1.0,15.0,68,120,0.0001385807991027832,3.0,21.0,3.0,True
injected_any,1.0,15.0,68,0,,,,,True
injected,1.0,15.0,69,30,3.8300640881061554e-07,4.0,31.0,3.0,True
injected,1.0,15.0,69,60,2.086162567138672e-07,4.0,26.0,1.0,True
injected,1.0,15.0,69,120,4.398822784423828e-05,4.0,23.0,3.0,True
injected_any,1.0,15.0,69,0,,,,,True
injected,1.0,15.0,70,30,1.697661355137825e-05,4.0,27.0,4.0,True
injected,1.0,15.0,70,60,7.826089859008789e-05,3.0,22.0,3.0,True
injected,1.0,15.0,70,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,1.0,15.0,70,0,,,,,True
injected,1.0,15.0,71,30,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,71,60,2.002716064453125e-05,4.0,19.0,1.0,True
injected,1.0,15.0,71,120,0.0022125244140625,4.0,16.0,3.0,True
injected_any,1.0,15.0,71,0,,,,,True
injected,1.0,15.0,72,30,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,15.0,72,60,0.00020122528076171875,3.0,18.0,2.0,True
injected,1.0,15.0,72,120,0.0012884140014648438,3.0,17.0,3.0,True
injected_any,1.0,15.0,72,0,,,,,True
injected,1.0,15.0,73,30,1.2316741049289703e-07,4.0,30.0,2.0,True
injected,1.0,15.0,73,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,73,120,1.7940998077392578e-05,4.0,22.0,2.0,True
injected_any,1.0,15.0,73,0,,,,,True
injected,1.0,15.0,74,30,5.245208740234375e-06,4.0,24.0,2.0,True
injected,1.0,15.0,74,60,3.814697265625e-05,4.0,18.0,1.0,True
injected,1.0,15.0,74,120,0.0006561279296875,4.0,16.0,2.0,True
injected_any,1.0,15.0,74,0,,,,,True
injected,1.0,15.0,75,30,1.516193151473999e-06,4.0,26.0,2.0,True
injected,1.0,15.0,75,60,1.4901161193847656e-06,3.0,23.0,1.0,True
injected,1.0,15.0,75,120,0.000110626220703125,3.0,19.0,2.0,True
injected_any,1.0,15.0,75,0,,,,,True
injected,1.0,15.0,76,30,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,15.0,76,60,0.000244140625,4.0,20.0,3.0,True
injected,1.0,15.0,76,120,0.005311012268066406,4.0,18.0,5.0,True
injected_any,1.0,15.0,76,0,,,,,True
injected,1.0,15.0,77,30,4.33996319770813e-07,4.0,28.0,2.0,True
injected,1.0,15.0,77,60,1.1920928955078125e-07,4.0,23.0,0.0,True
injected,1.0,15.0,77,120,2.002716064453125e-05,4.0,19.0,1.0,True
injected_any,1.0,15.0,77,0,,,,,True
injected,1.0,15.0,78,30,5.464302375912666e-06,4.0,29.0,4.0,True
injected,1.0,15.0,78,60,1.372024416923523e-05,4.0,25.0,3.0,True
injected,1.0,15.0,78,120,0.00026676058769226074,4.0,22.0,4.0,True
injected_any,1.0,15.0,78,0,,,,,True
injected,1.0,15.0,79,30,1.8364517018198967e-08,4.0,33.0,2.0,True
injected,1.0,15.0,79,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,1.0,15.0,79,120,7.826089859008789e-05,4.0,22.0,3.0,True
injected_any,1.0,15.0,79,0,,,,,True
injected,1.0,15.0,80,30,2.8870999813079834e-08,4.0,29.0,1.0,True
injected,1.0,15.0,80,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,80,120,6.0558319091796875e-05,3.0,20.0,2.0,True
injected_any,1.0,15.0,80,0,,,,,True
injected,1.0,15.0,81,30,1.0803341865539551e-07,4.0,27.0,1.0,True
injected,1.0,15.0,81,60,2.384185791015625e-07,4.0,22.0,0.0,True
injected,1.0,15.0,81,120,3.3020973205566406e-05,4.0,21.0,2.0,True
injected_any,1.0,15.0,81,0,,,,,True
injected,1.0,15.0,82,30,5.653710104525089e-05,4.0,27.0,5.0,True
injected,1.0,15.0,82,60,0.0004277229309082031,3.0,19.0,3.0,True
injected,1.0,15.0,82,120,0.005908966064453125,3.0,16.0,4.0,True
injected_any,1.0,15.0,82,0,,,,,True
injected,1.0,15.0,83,30,6.456742994487286e-06,4.0,31.0,5.0,True
injected,1.0,15.0,83,60,1.372024416923523e-05,4.0,25.0,3.0,True
injected,1.0,15.0,83,120,0.0012469589710235596,4.0,21.0,5.0,True
injected_any,1.0,15.0,83,0,,,,,True
injected,1.0,15.0,84,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,1.0,15.0,84,60,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,1.0,15.0,84,120,0.0011578500270843506,4.0,23.0,6.0,True
injected_any,1.0,15.0,84,0,,,,,True
injected,1.0,15.0,85,30,1.697661355137825e-05,3.0,27.0,4.0,True
injected,1.0,15.0,85,60,1.7940998077392578e-05,3.0,22.0,2.0,True
injected,1.0,15.0,85,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,1.0,15.0,85,0,,,,,True
injected,1.0,15.0,86,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,1.0,15.0,86,60,4.023313522338867e-07,4.0,25.0,1.0,True
injected,1.0,15.0,86,120,4.398822784423828e-05,4.0,23.0,3.0,True
injected_any,1.0,15.0,86,0,,,,,True
injected,1.0,15.0,87,30,1.2316741049289703e-07,4.0,30.0,2.0,True
injected,1.0,15.0,87,60,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,87,120,4.398822784423828e-05,4.0,23.0,3.0,True
injected_any,1.0,15.0,87,0,,,,,True
injected,1.0,15.0,88,30,1.697661355137825e-05,4.0,27.0,4.0,True
injected,1.0,15.0,88,60,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,1.0,15.0,88,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,1.0,15.0,88,0,,,,,True
injected,1.0,15.0,89,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,89,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,1.0,15.0,89,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,1.0,15.0,89,0,,,,,True
injected,1.0,15.0,90,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,90,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,90,120,5.4836273193359375e-06,4.0,21.0,1.0,True
injected_any,1.0,15.0,90,0,,,,,True
injected,1.0,15.0,91,30,7.005874067544937e-07,4.0,30.0,3.0,True
injected,1.0,15.0,91,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,15.0,91,120,0.000110626220703125,3.0,19.0,2.0,True
injected_any,1.0,15.0,91,0,,,,,True
injected,1.0,15.0,92,30,2.314336597919464e-07,4.0,29.0,2.0,True
injected,1.0,15.0,92,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,1.0,15.0,92,120,0.000244140625,4.0,20.0,3.0,True
injected_any,1.0,15.0,92,0,,,,,True
injected,1.0,15.0,93,30,4.215165972709656e-06,4.0,27.0,3.0,True
injected,1.0,15.0,93,60,3.3020973205566406e-05,4.0,21.0,2.0,True
injected,1.0,15.0,93,120,0.0012469589710235596,4.0,21.0,5.0,True
injected_any,1.0,15.0,93,0,,,,,True
injected,1.0,15.0,94,30,1.516193151473999e-06,4.0,26.0,2.0,True
injected,1.0,15.0,94,60,2.384185791015625e-07,4.0,22.0,0.0,True
injected,1.0,15.0,94,120,3.3020973205566406e-05,3.0,21.0,2.0,True
injected_any,1.0,15.0,94,0,,,,,True
injected,1.0,15.0,95,30,2.4616718292236328e-05,3.0,24.0,3.0,True
injected,1.0,15.0,95,60,1.049041748046875e-05,3.0,20.0,1.0,True
injected,1.0,15.0,95,120,0.0004277229309082031,3.0,19.0,3.0,True
injected_any,1.0,15.0,95,0,,,,,True
injected,1.0,15.0,96,30,3.8300640881061554e-07,4.0,31.0,3.0,True
injected,1.0,15.0,96,60,1.516193151473999e-06,4.0,26.0,2.0,True
injected,1.0,15.0,96,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,1.0,15.0,96,0,,,,,True
injected,1.0,15.0,97,30,2.823770046234131e-06,4.0,25.0,2.0,True
injected,1.0,15.0,97,60,1.049041748046875e-05,4.0,20.0,1.0,True
injected,1.0,15.0,97,120,0.0012884140014648438,4.0,17.0,3.0,True
injected_any,1.0,15.0,97,0,,,,,True
injected,1.0,15.0,98,30,2.3245811462402344e-06,4.0,28.0,3.0,True
injected,1.0,15.0,98,60,2.086162567138672e-07,4.0,26.0,1.0,True
injected,1.0,15.0,98,120,9.715557098388672e-06,4.0,23.0,2.0,True
injected_any,1.0,15.0,98,0,,,,,True
injected,1.0,15.0,99,30,5.653710104525089e-05,3.0,27.0,5.0,True
injected,1.0,15.0,99,60,0.0004277229309082031,3.0,19.0,3.0,True
injected,1.0,15.0,99,120,0.0022125244140625,3.0,16.0,3.0,True
injected_any,1.0,15.0,99,0,,,,,True
injected,1.0,30.0,0,30,1.372024416923523e-05,4.0,25.0,3.0,True
injected,1.0,30.0,0,60,9.715557098388672e-06,3.0,23.0,2.0,True
injected,1.0,30.0,0,120,1.049041748046875e-05,4.0,20.0,1.0,True
injected_any,1.0,30.0,0,0,,,,,True
injected,1.0,30.0,1,30,7.826089859008789e-05,4.0,22.0,3.0,True
injected,1.0,30.0,1,60,3.3020973205566406e-05,4.0,21.0,2.0,True
injected,1.0,30.0,1,120,0.0003643035888671875,3.0,17.0,2.0,True
injected_any,1.0,30.0,1,0,,,,,True
injected,1.0,30.0,2,30,9.609758853912354e-05,4.0,26.0,5.0,True
injected,1.0,30.0,2,60,4.398822784423828e-05,4.0,23.0,3.0,True
injected,1.0,30.0,2,120,0.0001385807991027832,4.0,21.0,3.0,True
injected_any,1.0,30.0,2,0,,,,,True
injected,1.0,30.0,3,30,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,1.0,30.0,3,60,0.0004552602767944336,4.0,21.0,4.0,True
injected,1.0,30.0,3,120,0.0029623061418533325,4.0,21.0,6.0,True
injected_any,1.0,30.0,3,0,,,,,True
injected,1.0,30.0,4,30,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,30.0,4,60,2.86102294921875e-06,4.0,22.0,1.0,True
injected,1.0,30.0,4,120,0.000110626220703125,3.0,19.0,2.0,True
injected_any,1.0,30.0,4,0,,,,,True
injected,1.0,30.0,5,30,7.826089859008789e-05,4.0,22.0,3.0,True
injected,1.0,30.0,5,60,1.049041748046875e-05,4.0,20.0,1.0,True
injected,1.0,30.0,5,120,0.0003643035888671875,3.0,17.0,2.0,True
injected_any,1.0,30.0,5,0,,,,,True
injected,1.0,30.0,6,30,7.826089859008789e-05,4.0,22.0,3.0,True
injected,1.0,30.0,6,60,2.86102294921875e-06,3.0,22.0,1.0,True
injected,1.0,30.0,6,120,3.814697265625e-06,4.0,18.0,0.0,True
injected_any,1.0,30.0,6,0,,,,,True
injected,1.0,30.0,7,30,0.00045611709356307983,4.0,23.0,5.0,True
injected,1.0,30.0,7,60,0.000244140625,4.0,20.0,3.0,True
injected,1.0,30.0,7,120,0.002171754837036133,4.0,18.0,4.0,True
injected_any,1.0,30.0,7,0,,,,,True
injected,1.0,30.0,8,30,0.0004552602767944336,4.0,21.0,4.0,True
injected,1.0,30.0,8,60,0.00020122528076171875,3.0,18.0,2.0,True
injected,1.0,30.0,8,120,0.0003643035888671875,4.0,17.0,2.0,True
injected_any,1.0,30.0,8,0,,,,,True
injected,1.0,30.0,9,30,0.0002675263676792383,4.0,26.0,6.0,True
injected,1.0,30.0,9,60,0.00026676058769226074,3.0,22.0,4.0,True
injected,1.0,30.0,9,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,1.0,30.0,9,0,,,,,True
injected,1.0,30.0,10,30,5.1857903599739075e-05,4.0,25.0,4.0,True
injected,1.0,30.0,10,60,5.245208740234375e-06,4.0,24.0,2.0,True
injected,1.0,30.0,10,120,0.000244140625,4.0,20.0,3.0,True
injected_any,1.0,30.0,10,0,,,,,True
injected,1.0,30.0,11,30,0.0001553744077682495,4.0,23.0,4.0,True
injected,1.0,30.0,11,60,2.002716064453125e-05,3.0,19.0,1.0,True
injected,1.0,30.0,11,120,7.2479248046875e-05,4.0,17.0,1.0,True
injected_any,1.0,30.0,11,0,,,,,True
injected,1.0,30.0,12,30,7.826089859008789e-05,4.0,22.0,3.0,True
injected,1.0,30.0,12,60,6.0558319091796875e-05,4.0,20.0,2.0,True
injected,1.0,30.0,12,120,0.002171754837036133,3.0,18.0,4.0,True
injected_any,1.0,30.0,12,0,,,,,True
injected,1.0,30.0,13,30,1.9279075786471367e-05,4.0,29.0,5.0,True
injected,1.0,30.0,13,60,2.3245811462402344e-06,4.0,28.0,3.0,True
injected,1.0,30.0,13,120,9.715557098388672e-06,4.0,23.0,2.0,True
injected_any,1.0,30.0,13,0,,,,,True
injected,1.0,30.0,14,30,7.826089859008789e-05,4.0,22.0,3.0,True
injected,1.0,30.0,14,60,5.960464477539063e-08,4.0,24.0,0.0,True
injected,1.0,30.0,14,120,2.86102294921875e-06,4.0,22.0,1.0,True
injected_any,1.0,30.0,14,0,,,,,True
injected,1.0,30.0,15,30,7.618218660354614e-06,4.0,26.0,3.0,True
injected,1.0,30.0,15,60,1.0803341865539551e-07,4.0,27.0,1.0,True
injected,1.0,30.0,15,120,5.4836273193359375e-06,4.0,21.0,1.0,True
injected_any,1.0,30.0,15,0,,,,,True
injected,1.0,30.0,16,30,0.0001553744077682495,4.0,23.0,4.0,True
injected,1.0,30.0,16,60,3.3020973205566406e-05,3.0,21.0,2.0,True
injected,1.0,30.0,16,120,0.00020122528076171875,4.0,18.0,2.0,True
injected_any,1.0,30.0,16,0,,,,,True
injected,1.0,30.0,17,30,0.0002730563282966614,4.0,24.0,5.0,True
injected,1.0,30.0,17,60,1.4901161193847656e-06,4.0,23.0,1.0,True
injected,1.0,30.0,17,120,3.814697265625e-06,4.0,18.0,0.0,True
injected_any,1.0,30.0,17,0,,,,,True
injected,1.0,30.0,18,30,0.0001385807991027832,4.0,21.0,3.0,True
injected,1.0,30.0,18,60,5.4836273193359375e-06,4.0,21.0,1.0,True
injected,1.0,30.0,18,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,1.0,30.0,18,0,,,,,True
injected,1.0,30.0,19,30,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,1.0,30.0,19,60,2.86102294921875e-06,3.0,22.0,1.0,True
injected,1.0,30.0,19,120,1.049041748046875e-05,4.0,20.0,1.0,True
injected_any,1.0,30.0,19,0,,,,,True
injected,1.0,30.0,20,30,0.00026676058769226074,4.0,22.0,4.0,True
injected,1.0,30.0,20,60,2.384185791015625e-07,4.0,22.0,0.0,True
injected,1.0,30.0,20,120,1.9073486328125e-06,4.0,19.0,0.0,True
injected_any,1.0,30.0,20,0,,,,,True
injected,1.0,30.0,21,30,7.618218660354614e-06,4.0,26.0,3.0,True
injected,1.0,30.0,21,60,5.960464477539063e-08,4.0,24.0,0.0,True
injected,1.0,30.0,21,120,1.049041748046875e-05,3.0,20.0,1.0,True
injected_any,1.0,30.0,21,0,,,,,True
injected,1.0,30.0,22,30,2.4616718292236328e-05,4.0,24.0,3.0,True
injected,1.0,30.0,22,60,1.049041748046875e-05,4.0,20.0,1.0,True
injected,1.0,30.0,22,120,0.00020122528076171875,3.0,18.0,2.0,True
injected_any,1.0,30.0,22,0,,,,,True
injected,1.0,30.0,23,30,0.0002730563282966614,4.0,24.0,5.0,True
injected,1.0,30.0,23,60,0.0001385807991027832,4.0,21.0,3.0,True
injected,1.0,30.0,23,120,0.00020122528076171875,4.0,18.0,2.0,True
injected_any,1.0,30.0,23,0,,,,,True
injected,1.0,30.0,24,30,4.215165972709656e-06,4.0,27.0,3.0,True
injected,1.0,30.0,24,60,2.086162567138672e-07,4.0,26.0,1.0,True
injected,1.0,30.0,24,120,1.4901161193847656e-06,4.0,23.0,1.0,True
injected_any,1.0,30.0,24,0,,,,,True
injected,1.0,30.0,25,30,1.372024416923523e-05,4.0,25.0,3.0,True
injected,1.0,30.0,25,60,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,30.0,25,120,0.000110626220703125,3.0,19.0,2.0,True
injected_any,1.0,30.0,25,0,,,,,True
injected,1.0,30.0,26,30,4.398822784423828e-05,4.0,23.0,3.0,True
injected,1.0,30.0,26,60,2.9802322387695312e-08,4.0,25.0,0.0,True
injected,1.0,30.0,26,120,9.5367431640625e-07,4.0,20.0,0.0,True
injected_any,1.0,30.0,26,0,,,,,True
injected,1.0,30.0,27,30,1.372024416923523e-05,4.0,25.0,3.0,True
injected,1.0,30.0,27,60,7.748603820800781e-07,4.0,24.0,1.0,True
injected,1.0,30.0,27,120,2.002716064453125e-05,4.0,19.0,1.0,True
injected_any,1.0,30.0,27,0,,,,,True
injected,1.0,30.0,28,30,9.715557098388672e-06,4.0,23.0,2.0,True
injected,1.0,30.0,28,60,4.76837158203125e-07,4.0,21.0,0.0,True
injected,1.0,30.0,28,120,6.0558319091796875e-05,4.0,20.0,2.0,True
injected_any,1.0,30.0,28,0,,,,,True
injected,1.0,30.0,29,30,0.003305375576019287,4.0,19.0,5.0,True
injected,1.0,30.0,29,60,0.001299738883972168,4.0,19.0,4.0,True
injected,1.0,30.0,29,120,0.0037689208984375,4.0,15.0,3.0,True
injected_any,1.0,30.0,29,0,,,,,True
injected,1.0,30.0,30,30,1.2780074030160904e-06,4.0,29.0,3.0,True
injected,1.0,30.0,30,60,2.086162567138672e-07,4.0,26.0,1.0,True
