mode,effect_sd,lag_min,seed,horizon_min,p_value,positive_folds,post_only,pre_only,pass_bonferroni
injected,0.5,30.0,49,60,0.32198447818518616,3.0,23.0,19.0,False
injected,0.5,30.0,49,120,0.07480639219284058,3.0,20.0,11.0,False
injected_any,0.5,30.0,49,0,,,,,False
injected,0.5,60.0,0,30,0.9899630740401335,0.0,12.0,25.0,False
injected,0.5,60.0,0,60,0.6170040878776035,2.0,22.0,23.0,False
injected,0.5,60.0,0,120,0.08137782872654498,3.0,21.0,12.0,False
injected_any,0.5,60.0,0,0,,,,,False
injected,0.5,60.0,1,30,0.9459354892969714,0.0,15.0,24.0,False
injected,0.5,60.0,1,60,0.43731465619021037,2.0,21.0,19.0,False
injected,0.5,60.0,1,120,0.17246422544121742,3.0,17.0,11.0,False
injected_any,0.5,60.0,1,0,,,,,False
injected,0.5,60.0,2,30,0.9807613458578999,0.0,14.0,26.0,False
injected,0.5,60.0,2,60,0.4427167486432568,2.0,25.0,23.0,False
injected,0.5,60.0,2,120,0.12149247701745483,3.0,22.0,14.0,False
injected_any,0.5,60.0,2,0,,,,,False
injected,0.5,60.0,3,30,0.9942461051323335,0.0,13.0,28.0,False
injected,0.5,60.0,3,60,0.625370687619579,2.0,19.0,20.0,False
injected,0.5,60.0,3,120,0.19576415256597102,3.0,20.0,14.0,False
injected_any,0.5,60.0,3,0,,,,,False
injected,0.5,60.0,4,30,0.9795202042441815,0.0,12.0,23.0,False
injected,0.5,60.0,4,60,0.5611928356238423,2.0,21.0,21.0,False
injected,0.5,60.0,4,120,0.31355128507857444,2.0,21.0,17.0,False
injected_any,0.5,60.0,4,0,,,,,False
injected,0.5,60.0,5,30,0.9862334220852063,0.0,14.0,27.0,False
injected,0.5,60.0,5,60,0.5,3.0,22.0,21.0,False
injected,0.5,60.0,5,120,0.19576415256597102,3.0,20.0,14.0,False
injected_any,0.5,60.0,5,0,,,,,False
injected,0.5,60.0,6,30,0.9987183960038237,0.0,10.0,27.0,False
injected,0.5,60.0,6,60,0.43731465619021037,3.0,21.0,19.0,False
injected,0.5,60.0,6,120,0.3679394004284405,3.0,19.0,16.0,False
injected_any,0.5,60.0,6,0,,,,,False
injected,0.5,60.0,7,30,0.9807613458578999,0.0,14.0,26.0,False
injected,0.5,60.0,7,60,0.325793913604457,3.0,24.0,20.0,False
injected,0.5,60.0,7,120,0.2025161230703816,3.0,21.0,15.0,False
injected_any,0.5,60.0,7,0,,,,,False
injected,0.5,60.0,8,30,0.9505641252035275,1.0,14.0,23.0,False
injected,0.5,60.0,8,60,0.2757421649012599,3.0,25.0,20.0,False
injected,0.5,60.0,8,120,0.055092082591727376,3.0,21.0,11.0,False
injected_any,0.5,60.0,8,0,,,,,False
injected,0.5,60.0,9,30,0.9995296629858785,0.0,11.0,31.0,False
injected,0.5,60.0,9,60,0.6864487149214256,2.0,18.0,20.0,False
injected,0.5,60.0,9,120,0.17246422544121742,3.0,17.0,11.0,False
injected_any,0.5,60.0,9,0,,,,,False
injected,0.5,60.0,10,30,0.9974511783511844,0.0,11.0,27.0,False
injected,0.5,60.0,10,60,0.5611928356238423,2.0,21.0,21.0,False
injected,0.5,60.0,10,120,0.1481031842995435,3.0,20.0,13.0,False
injected_any,0.5,60.0,10,0,,,,,False
injected,0.5,60.0,11,30,0.9635243057418847,0.0,14.0,24.0,False
injected,0.5,60.0,11,60,0.23069559106838256,3.0,26.0,20.0,False
injected,0.5,60.0,11,120,0.09246667101979256,3.0,18.0,10.0,False
injected_any,0.5,60.0,11,0,,,,,False
injected,0.5,60.0,12,30,0.999745869776234,0.0,8.0,27.0,False
injected,0.5,60.0,12,60,0.691140341485152,2.0,17.0,19.0,False
injected,0.5,60.0,12,120,0.30379568063654006,3.0,19.0,15.0,False
injected_any,0.5,60.0,12,0,,,,,False
injected,0.5,60.0,13,30,0.9967867119521543,0.0,12.0,28.0,False
injected,0.5,60.0,13,60,0.7852047460783069,1.0,18.0,22.0,False
injected,0.5,60.0,13,120,0.18079730402678257,3.0,18.0,12.0,False
injected_any,0.5,60.0,13,0,,,,,False
injected,0.5,60.0,14,30,0.9733740429510362,0.0,14.0,25.0,False
injected,0.5,60.0,14,60,0.564292660317733,2.0,19.0,19.0,False
injected,0.5,60.0,14,120,0.12149247701745483,3.0,22.0,14.0,False
injected_any,0.5,60.0,14,0,,,,,False
injected,0.5,60.0,15,30,0.9881486487647635,0.0,13.0,26.0,False
injected,0.5,60.0,15,60,0.691140341485152,2.0,17.0,19.0,False
injected,0.5,60.0,15,120,0.355535551905632,3.0,16.0,13.0,False
injected_any,0.5,60.0,15,0,,,,,False
injected,0.5,60.0,16,30,0.9855916401720606,0.0,12.0,24.0,False
injected,0.5,60.0,16,60,0.3293690385118282,3.0,25.0,21.0,False
injected,0.5,60.0,16,120,0.2025161230703816,2.0,21.0,15.0,False
injected_any,0.5,60.0,16,0,,,,,False
injected,0.5,60.0,17,30,0.9960420513325516,0.0,13.0,29.0,False
injected,0.5,60.0,17,60,0.625370687619579,2.0,19.0,20.0,False
injected,0.5,60.0,17,120,0.23656482994556427,3.0,18.0,13.0,False
injected_any,0.5,60.0,17,0,,,,,False
injected,0.5,60.0,18,30,0.9916630760999396,0.0,11.0,24.0,False
injected,0.5,60.0,18,60,0.6223856712476845,1.0,20.0,21.0,False
injected,0.5,60.0,18,120,0.4339697002142202,2.0,19.0,17.0,False
injected_any,0.5,60.0,18,0,,,,,False
injected,0.5,60.0,19,30,0.9807613458578999,0.0,14.0,26.0,False
injected,0.5,60.0,19,60,0.26635462761805684,3.0,23.0,18.0,False
injected,0.5,60.0,19,120,0.11476147174835205,3.0,16.0,9.0,False
injected_any,0.5,60.0,19,0,,,,,False
injected,0.5,60.0,20,30,0.996183960698545,0.0,11.0,26.0,False
injected,0.5,60.0,20,60,0.6820859986855794,1.0,19.0,21.0,False
injected,0.5,60.0,20,120,0.3714146793645341,2.0,20.0,17.0,False
injected_any,0.5,60.0,20,0,,,,,False
injected,0.5,60.0,21,30,0.9952623478602618,0.0,12.0,27.0,False
injected,0.5,60.0,21,60,0.4388071643761577,2.0,22.0,20.0,False
injected,0.5,60.0,21,120,0.132465448230505,2.0,18.0,11.0,False
injected_any,0.5,60.0,21,0,,,,,False
injected,0.5,60.0,22,30,0.9733740429510362,0.0,14.0,25.0,False
injected,0.5,60.0,22,60,0.3179140013144206,2.0,22.0,18.0,False
injected,0.5,60.0,22,120,0.11474050651304424,3.0,21.0,13.0,False
injected_any,0.5,60.0,22,0,,,,,False
injected,0.5,60.0,23,30,0.9974511783511844,0.0,11.0,27.0,False
injected,0.5,60.0,23,60,0.5,3.0,21.0,20.0,False
injected,0.5,60.0,23,120,0.355535551905632,2.0,16.0,13.0,False
injected_any,0.5,60.0,23,0,,,,,False
injected,0.5,60.0,24,30,0.9899630740401335,0.0,12.0,25.0,False
injected,0.5,60.0,24,60,0.7443121092073852,2.0,17.0,20.0,False
injected,0.5,60.0,24,120,0.3679394004284405,2.0,19.0,16.0,False
injected_any,0.5,60.0,24,0,,,,,False
injected,0.5,60.0,25,30,0.9862334220852063,0.0,14.0,27.0,False
injected,0.5,60.0,25,60,0.7336453723819432,2.0,19.0,22.0,False
injected,0.5,60.0,25,120,0.22912915982306004,3.0,17.0,12.0,False
injected_any,0.5,60.0,25,0,,,,,False
injected,0.5,60.0,26,30,0.9855916401720606,0.0,12.0,24.0,False
injected,0.5,60.0,26,60,0.4320831202203408,2.0,18.0,16.0,False
injected,0.5,60.0,26,120,0.42776777595281607,3.0,16.0,14.0,False
injected_any,0.5,60.0,26,0,,,,,False
injected,0.5,60.0,27,30,0.9881486487647635,0.0,13.0,26.0,False
injected,0.5,60.0,27,60,0.6223856712476845,1.0,20.0,21.0,False
injected,0.5,60.0,27,120,0.08137782872654498,3.0,21.0,12.0,False
injected_any,0.5,60.0,27,0,,,,,False
injected,0.5,60.0,28,30,0.9972992136727044,0.0,13.0,30.0,False
injected,0.5,60.0,28,60,0.6780155218148138,2.0,20.0,22.0,False
injected,0.5,60.0,28,120,0.18079730402678257,3.0,18.0,12.0,False
injected_any,0.5,60.0,28,0,,,,,False
injected,0.5,60.0,29,30,0.9917054983125126,0.0,13.0,27.0,False
injected,0.5,60.0,29,60,0.3776143287523155,2.0,22.0,19.0,False
injected,0.5,60.0,29,120,0.19576415256597102,3.0,20.0,14.0,False
injected_any,0.5,60.0,29,0,,,,,False
injected,0.5,60.0,30,30,0.9596547661240038,0.0,15.0,25.0,False
injected,0.5,60.0,30,60,0.44149795606119824,2.0,24.0,22.0,False
injected,0.5,60.0,30,120,0.1481031842995435,3.0,20.0,13.0,False
injected_any,0.5,60.0,30,0,,,,,False
injected,0.5,60.0,31,30,0.999745869776234,0.0,8.0,27.0,False
injected,0.5,60.0,31,60,0.6223856712476845,2.0,20.0,21.0,False
injected,0.5,60.0,31,120,0.18854279373772442,2.0,19.0,13.0,False
injected_any,0.5,60.0,31,0,,,,,False
injected,0.5,60.0,32,30,0.9932345065753907,1.0,10.0,23.0,False
injected,0.5,60.0,32,60,0.559802089359664,2.0,22.0,22.0,False
injected,0.5,60.0,32,120,0.2497799166012556,2.0,20.0,15.0,False
injected_any,0.5,60.0,32,0,,,,,False
injected,0.5,60.0,33,30,0.9952623478602618,0.0,12.0,27.0,False
injected,0.5,60.0,33,60,0.564292660317733,2.0,19.0,19.0,False
injected,0.5,60.0,33,120,0.2497799166012556,2.0,20.0,15.0,False
injected_any,0.5,60.0,33,0,,,,,False
injected,0.5,60.0,34,30,0.9930735173693392,0.0,12.0,26.0,False
injected,0.5,60.0,34,60,0.6170040878776035,2.0,22.0,23.0,False
injected,0.5,60.0,34,120,0.18079730402678257,3.0,18.0,12.0,False
injected_any,0.5,60.0,34,0,,,,,False
injected,0.5,60.0,35,30,0.9807613458578999,0.0,14.0,26.0,False
injected,0.5,60.0,35,60,0.625370687619579,2.0,19.0,20.0,False
injected,0.5,60.0,35,120,0.355535551905632,3.0,16.0,13.0,False
injected_any,0.5,60.0,35,0,,,,,False
injected,0.5,60.0,36,30,0.9930735173693392,0.0,12.0,26.0,False
injected,0.5,60.0,36,60,0.7796004663287022,1.0,19.0,23.0,False
injected,0.5,60.0,36,120,0.3641662404406816,2.0,18.0,15.0,False
injected_any,0.5,60.0,36,0,,,,,False
injected,0.5,60.0,37,30,0.9967867119521543,0.0,12.0,28.0,False
injected,0.5,60.0,37,60,0.8720624602283351,2.0,16.0,22.0,False
injected,0.5,60.0,37,120,0.3641662404406816,2.0,18.0,15.0,False
injected_any,0.5,60.0,37,0,,,,,False
injected,0.5,60.0,38,30,0.9899630740401335,0.0,12.0,25.0,False
injected,0.5,60.0,38,60,0.5000000000000001,2.0,18.0,17.0,False
injected,0.5,60.0,38,120,0.30379568063654006,3.0,19.0,15.0,False
injected_any,0.5,60.0,38,0,,,,,False
injected,0.5,60.0,39,30,0.9942461051323335,0.0,13.0,28.0,False
injected,0.5,60.0,39,60,0.674206086395543,2.0,21.0,23.0,False
injected,0.5,60.0,39,120,0.18854279373772442,3.0,19.0,13.0,False
injected_any,0.5,60.0,39,0,,,,,False
injected,0.5,60.0,40,30,0.9557852265061229,0.0,16.0,26.0,False
injected,0.5,60.0,40,60,0.5,1.0,22.0,21.0,False
injected,0.5,60.0,40,120,0.08137782872654498,3.0,21.0,12.0,False
injected_any,0.5,60.0,40,0,,,,,False
injected,0.5,60.0,41,30,0.9733740429510362,0.0,14.0,25.0,False
injected,0.5,60.0,41,60,0.5000000000000002,1.0,20.0,19.0,False
injected,0.5,60.0,41,120,0.4339697002142202,2.0,19.0,17.0,False
injected_any,0.5,60.0,41,0,,,,,False
injected,0.5,60.0,42,30,0.9974511783511844,0.0,11.0,27.0,False
injected,0.5,60.0,42,60,0.6285853206354659,2.0,18.0,19.0,False
injected,0.5,60.0,42,120,0.308859658514848,3.0,20.0,16.0,False
injected_any,0.5,60.0,42,0,,,,,False
injected,0.5,60.0,43,30,0.9807613458578999,0.0,14.0,26.0,False
injected,0.5,60.0,43,60,0.5,3.0,22.0,21.0,False
injected,0.5,60.0,43,120,0.19576415256597102,3.0,20.0,14.0,False
injected_any,0.5,60.0,43,0,,,,,False
injected,0.5,60.0,44,30,0.9930735173693392,0.0,12.0,26.0,False
injected,0.5,60.0,44,60,0.6864487149214256,2.0,18.0,20.0,False
injected,0.5,60.0,44,120,0.3641662404406816,2.0,18.0,15.0,False
injected_any,0.5,60.0,44,0,,,,,False
injected,0.5,60.0,45,30,0.9673773323884234,0.0,13.0,23.0,False
injected,0.5,60.0,45,60,0.32198447818518616,3.0,23.0,19.0,False
injected,0.5,60.0,45,120,0.23656482994556427,2.0,18.0,13.0,False
injected_any,0.5,60.0,45,0,,,,,False
injected,0.5,60.0,46,30,0.9952623478602618,0.0,12.0,27.0,False
injected,0.5,60.0,46,60,0.44149795606119824,2.0,24.0,22.0,False
injected,0.5,60.0,46,120,0.19576415256597102,3.0,20.0,14.0,False
injected_any,0.5,60.0,46,0,,,,,False
injected,0.5,60.0,47,30,0.996183960698545,0.0,11.0,26.0,False
injected,0.5,60.0,47,60,0.5626853438097896,2.0,20.0,20.0,False
injected,0.5,60.0,47,120,0.308859658514848,2.0,20.0,16.0,False
injected_any,0.5,60.0,47,0,,,,,False
injected,0.5,60.0,48,30,0.9862334220852063,0.0,14.0,27.0,False
injected,0.5,60.0,48,60,0.6170040878776035,2.0,22.0,23.0,False
injected,0.5,60.0,48,120,0.1481031842995435,3.0,20.0,13.0,False
injected_any,0.5,60.0,48,0,,,,,False
injected,0.5,60.0,49,30,0.9702080559909518,0.0,15.0,26.0,False
injected,0.5,60.0,49,60,0.4388071643761577,2.0,22.0,20.0,False
injected,0.5,60.0,49,120,0.10766357486136258,3.0,20.0,12.0,False
injected_any,0.5,60.0,49,0,,,,,False
injected,1.0,15.0,0,30,1.5790949103866583e-10,4.0,52.0,6.0,True
injected,1.0,15.0,0,60,0.00031052172811385503,4.0,38.0,13.0,True
injected,1.0,15.0,0,120,0.014479637145996094,4.0,19.0,7.0,True
injected_any,1.0,15.0,0,0,,,,,True
injected,1.0,15.0,1,30,3.727605155101621e-09,4.0,49.0,7.0,True
injected,1.0,15.0,1,60,0.0005975601600036741,4.0,38.0,14.0,True
injected,1.0,15.0,1,120,0.04007165622897446,4.0,22.0,11.0,False
injected_any,1.0,15.0,1,0,,,,,True
injected,1.0,15.0,2,30,5.091046889615924e-10,4.0,50.0,6.0,True
injected,1.0,15.0,2,60,0.0008845985918934929,3.0,37.0,14.0,True
injected,1.0,15.0,2,120,0.0010512007866054773,4.0,25.0,7.0,True
injected_any,1.0,15.0,2,0,,,,,True
injected,1.0,15.0,3,30,3.727605155101621e-09,4.0,49.0,7.0,True
injected,1.0,15.0,3,60,0.00041204117979987126,4.0,34.0,11.0,True
injected,1.0,15.0,3,120,0.08137782872654498,3.0,21.0,12.0,False
injected_any,1.0,15.0,3,0,,,,,True
injected,1.0,15.0,4,30,4.8614808359492834e-11,4.0,54.0,6.0,True
injected,1.0,15.0,4,60,0.00012354389230040397,4.0,35.0,10.0,True
injected,1.0,15.0,4,120,0.005336920265108347,4.0,23.0,8.0,True
injected_any,1.0,15.0,4,0,,,,,True
injected,1.0,15.0,5,30,1.2010822891816988e-09,4.0,51.0,7.0,True
injected,1.0,15.0,5,60,0.0005975601600036741,4.0,38.0,14.0,True
injected,1.0,15.0,5,120,0.014479637145996094,4.0,19.0,7.0,True
injected_any,1.0,15.0,5,0,,,,,True
injected,1.0,15.0,6,30,9.014011891940454e-09,4.0,52.0,9.0,True
injected,1.0,15.0,6,60,0.00013576961714534266,4.0,33.0,9.0,True
injected,1.0,15.0,6,120,0.08137782872654498,3.0,21.0,12.0,False
injected_any,1.0,15.0,6,0,,,,,True
injected,1.0,15.0,7,30,2.0015980872756245e-08,4.0,46.0,7.0,True
injected,1.0,15.0,7,60,0.001229450161048362,4.0,33.0,12.0,True
injected,1.0,15.0,7,120,0.004737652139738202,4.0,28.0,11.0,True
injected_any,1.0,15.0,7,0,,,,,True
injected,1.0,15.0,8,30,2.6324160511126404e-08,4.0,50.0,9.0,True
injected,1.0,15.0,8,60,0.00040116544344748206,4.0,39.0,14.0,True
injected,1.0,15.0,8,120,0.0025488216488156468,4.0,28.0,10.0,True
injected_any,1.0,15.0,8,0,,,,,True
injected,1.0,15.0,9,30,1.0237116709888028e-11,4.0,51.0,4.0,True
injected,1.0,15.0,9,60,7.610913055344782e-06,4.0,39.0,9.0,True
injected,1.0,15.0,9,120,0.0011578500270843506,4.0,23.0,6.0,True
injected_any,1.0,15.0,9,0,,,,,True
injected,1.0,15.0,10,30,1.49322082520012e-09,4.0,53.0,8.0,True
injected,1.0,15.0,10,60,0.00040116544344748206,4.0,39.0,14.0,True
injected,1.0,15.0,10,120,0.010030803503468633,4.0,23.0,9.0,True
injected_any,1.0,15.0,10,0,,,,,True
injected,1.0,15.0,11,30,2.781336121159862e-10,4.0,56.0,8.0,True
injected,1.0,15.0,11,60,2.0280180663689862e-05,4.0,37.0,9.0,True
injected,1.0,15.0,11,120,0.003305375576019287,4.0,19.0,5.0,True
injected_any,1.0,15.0,11,0,,,,,True
injected,1.0,15.0,12,30,2.16105361036667e-10,4.0,54.0,7.0,True
injected,1.0,15.0,12,60,1.922955847177832e-05,4.0,39.0,10.0,True
injected,1.0,15.0,12,120,0.014724686741828918,4.0,22.0,9.0,True
injected_any,1.0,15.0,12,0,,,,,True
injected,1.0,15.0,13,30,2.2583095815598147e-07,4.0,48.0,10.0,True
injected,1.0,15.0,13,60,0.00026779253605013764,4.0,35.0,11.0,True
injected,1.0,15.0,13,120,0.0018595829606056213,4.0,22.0,6.0,True
injected_any,1.0,15.0,13,0,,,,,True
injected,1.0,15.0,14,30,1.3531398515044535e-07,4.0,49.0,10.0,True
injected,1.0,15.0,14,60,0.0007013442518477575,4.0,36.0,13.0,True
injected,1.0,15.0,14,120,0.0012469589710235596,4.0,21.0,5.0,True
injected_any,1.0,15.0,14,0,,,,,True
injected,1.0,15.0,15,30,5.162910987621672e-09,4.0,46.0,6.0,True
injected,1.0,15.0,15,60,0.0004703370141214691,4.0,32.0,10.0,True
injected,1.0,15.0,15,120,0.001966586511116475,3.0,27.0,9.0,True
injected_any,1.0,15.0,15,0,,,,,True
injected,1.0,15.0,16,30,1.542517804719451e-08,4.0,51.0,9.0,True
injected,1.0,15.0,16,60,0.0007013442518477575,4.0,36.0,13.0,True
injected,1.0,15.0,16,120,0.010036925959866494,4.0,26.0,11.0,True
injected_any,1.0,15.0,16,0,,,,,True
injected,1.0,15.0,17,30,9.11417247229096e-10,4.0,49.0,6.0,True
injected,1.0,15.0,17,60,0.0002047707268912902,4.0,39.0,13.0,True
injected,1.0,15.0,17,120,0.008062400855123998,4.0,22.0,8.0,True
injected_any,1.0,15.0,17,0,,,,,True
injected,1.0,15.0,18,30,6.794958901101822e-10,4.0,52.0,7.0,True
injected,1.0,15.0,18,60,2.0280180663689862e-05,4.0,37.0,9.0,True
injected,1.0,15.0,18,120,0.0007154531776905061,4.0,24.0,6.0,True
injected_any,1.0,15.0,18,0,,,,,True
injected,1.0,15.0,19,30,6.92167748672645e-08,4.0,46.0,8.0,True
injected,1.0,15.0,19,60,3.084820388821186e-05,4.0,38.0,10.0,True
injected,1.0,15.0,19,120,9.609758853912354e-05,4.0,26.0,5.0,True
injected_any,1.0,15.0,19,0,,,,,True
injected,1.0,15.0,20,30,3.8359591371384116e-10,4.0,53.0,7.0,True
injected,1.0,15.0,20,60,0.0015438382307593197,4.0,34.0,13.0,True
injected,1.0,15.0,20,120,0.08137782872654498,3.0,21.0,12.0,False
injected_any,1.0,15.0,20,0,,,,,True
injected,1.0,15.0,21,30,3.8359591371384116e-10,4.0,53.0,7.0,True
injected,1.0,15.0,21,60,9.90197256687253e-05,4.0,39.0,12.0,True
injected,1.0,15.0,21,120,0.014724686741828918,4.0,22.0,9.0,True
injected_any,1.0,15.0,21,0,,,,,True
injected,1.0,15.0,22,30,8.975738376290274e-11,4.0,58.0,8.0,True
injected,1.0,15.0,22,60,3.265315222456683e-05,4.0,45.0,14.0,True
injected,1.0,15.0,22,120,0.0006593635771423578,4.0,26.0,7.0,True
injected_any,1.0,15.0,22,0,,,,,True
injected,1.0,15.0,23,30,1.4862924259395616e-11,4.0,56.0,6.0,True
injected,1.0,15.0,23,60,1.0438284109209883e-05,4.0,44.0,12.0,True
injected,1.0,15.0,23,120,0.0011578500270843506,4.0,23.0,6.0,True
injected_any,1.0,15.0,23,0,,,,,True
injected,1.0,15.0,24,30,6.543793062974146e-09,4.0,48.0,7.0,True
injected,1.0,15.0,24,60,0.0010440536669982239,4.0,35.0,13.0,True
injected,1.0,15.0,24,120,0.005336920265108347,4.0,23.0,8.0,True
injected_any,1.0,15.0,24,0,,,,,True
injected,1.0,15.0,25,30,6.794958901101822e-10,4.0,52.0,7.0,True
injected,1.0,15.0,25,60,0.00015293200080179759,4.0,38.0,12.0,True
injected,1.0,15.0,25,120,0.006270475685596466,4.0,21.0,7.0,True
injected_any,1.0,15.0,25,0,,,,,True
injected,1.0,15.0,26,30,7.600976145716308e-08,4.0,48.0,9.0,True
injected,1.0,15.0,26,60,0.0010440536669982239,4.0,35.0,13.0,True
injected,1.0,15.0,26,120,0.04476553946733476,3.0,23.0,12.0,False
injected_any,1.0,15.0,26,0,,,,,True
injected,1.0,15.0,27,30,8.311754062795274e-13,4.0,58.0,5.0,True
injected,1.0,15.0,27,60,1.6526882366030282e-05,4.0,43.0,12.0,True
injected,1.0,15.0,27,120,0.01754101668484509,4.0,23.0,10.0,False
injected_any,1.0,15.0,27,0,,,,,True
injected,1.0,15.0,28,30,2.16105361036667e-10,4.0,54.0,7.0,True
injected,1.0,15.0,28,60,0.00013427005940958026,4.0,40.0,13.0,True
injected,1.0,15.0,28,120,0.04357927665114403,4.0,19.0,9.0,False
injected_any,1.0,15.0,28,0,,,,,True
injected,1.0,15.0,29,30,4.0338047957444445e-08,4.0,47.0,8.0,True
injected,1.0,15.0,29,60,0.00031052172811385503,4.0,38.0,13.0,True
injected,1.0,15.0,29,120,0.08137782872654498,3.0,21.0,12.0,False
injected_any,1.0,15.0,29,0,,,,,True
injected,1.0,15.0,30,30,1.6282650783239203e-09,4.0,48.0,6.0,True
injected,1.0,15.0,30,60,0.00015293200080179759,4.0,38.0,12.0,True
injected,1.0,15.0,30,120,0.01205977238714695,3.0,21.0,8.0,True
injected_any,1.0,15.0,30,0,,,,,True
injected,1.0,15.0,31,30,1.5790949103866583e-10,4.0,52.0,6.0,True
injected,1.0,15.0,31,60,5.611071310340776e-05,4.0,33.0,8.0,True
injected,1.0,15.0,31,120,0.0004277229309082031,4.0,19.0,3.0,True
injected_any,1.0,15.0,31,0,,,,,True
injected,1.0,15.0,32,30,1.1299294833122532e-13,4.0,55.0,3.0,True
injected,1.0,15.0,32,60,5.354559107217938e-07,4.0,40.0,7.0,True
injected,1.0,15.0,32,120,0.0016634464263916016,4.0,24.0,7.0,True
injected_any,1.0,15.0,32,0,,,,,True
injected,1.0,15.0,33,30,6.794958901101822e-10,4.0,52.0,7.0,True
injected,1.0,15.0,33,60,0.00017300057015745549,4.0,36.0,11.0,True
injected,1.0,15.0,33,120,0.008062400855123998,4.0,22.0,8.0,True
injected_any,1.0,15.0,33,0,,,,,True
injected,1.0,15.0,34,30,8.197843554165474e-12,4.0,57.0,6.0,True
injected,1.0,15.0,34,60,1.6526333546096341e-06,4.0,40.0,8.0,True
injected,1.0,15.0,34,120,0.00026676058769226074,4.0,22.0,4.0,True
injected_any,1.0,15.0,34,0,,,,,True
injected,1.0,15.0,35,30,2.838096563317904e-10,4.0,51.0,6.0,True
injected,1.0,15.0,35,60,7.098534259952771e-05,4.0,38.0,11.0,True
injected,1.0,15.0,35,120,0.00016245711594820025,4.0,25.0,5.0,True
injected_any,1.0,15.0,35,0,,,,,True
injected,1.0,15.0,36,30,1.049338713698944e-07,4.0,43.0,7.0,True
injected,1.0,15.0,36,60,0.001828883413963922,4.0,32.0,12.0,True
injected,1.0,15.0,36,120,0.002275692066177726,4.0,25.0,8.0,True
injected_any,1.0,15.0,36,0,,,,,True
injected,1.0,15.0,37,30,6.840242150474297e-09,4.0,43.0,5.0,True
injected,1.0,15.0,37,60,0.0003030533156334059,4.0,33.0,10.0,True
injected,1.0,15.0,37,120,0.0095786452293396,3.0,20.0,7.0,True
injected_any,1.0,15.0,37,0,,,,,True
injected,1.0,15.0,38,30,1.145932104762437e-08,4.0,47.0,7.0,True
injected,1.0,15.0,38,60,0.0004681114554259125,4.0,37.0,13.0,True
injected,1.0,15.0,38,120,0.0026114396750926976,4.0,23.0,7.0,True
injected_any,1.0,15.0,38,0,,,,,True
injected,1.0,15.0,39,30,1.5790949103866583e-10,4.0,52.0,6.0,True
injected,1.0,15.0,39,60,2.0280180663689862e-05,4.0,37.0,9.0,True
injected,1.0,15.0,39,120,0.002275692066177726,4.0,25.0,8.0,True
injected_any,1.0,15.0,39,0,,,,,True
injected,1.0,15.0,40,30,1.542517804719451e-08,4.0,51.0,9.0,True
injected,1.0,15.0,40,60,0.000920777394246272,4.0,40.0,16.0,True
injected,1.0,15.0,40,120,0.02351551371975802,4.0,25.0,12.0,False
injected_any,1.0,15.0,40,0,,,,,True
injected,1.0,15.0,41,30,1.1841756886177279e-07,4.0,45.0,8.0,True
injected,1.0,15.0,41,60,0.0004681114554259125,4.0,37.0,13.0,True
injected,1.0,15.0,41,120,0.006270475685596466,4.0,21.0,7.0,True
injected_any,1.0,15.0,41,0,,,,,True
injected,1.0,15.0,42,30,1.145932104762437e-08,4.0,47.0,7.0,True
injected,1.0,15.0,42,60,0.00040116544344748206,4.0,39.0,14.0,True
injected,1.0,15.0,42,120,0.02351551371975802,4.0,25.0,12.0,False
injected_any,1.0,15.0,42,0,,,,,True
injected,1.0,15.0,43,30,3.727605155101621e-09,4.0,49.0,7.0,True
injected,1.0,15.0,43,60,0.0006300169081328022,4.0,33.0,11.0,True
injected,1.0,15.0,43,120,0.0035001833457499743,4.0,24.0,8.0,True
injected_any,1.0,15.0,43,0,,,,,True
injected,1.0,15.0,44,30,1.3584262832655455e-08,4.0,49.0,8.0,True
injected,1.0,15.0,44,60,0.0015926267238883796,4.0,37.0,15.0,True
injected,1.0,15.0,44,120,0.04007165622897446,3.0,22.0,11.0,False
injected_any,1.0,15.0,44,0,,,,,True
injected,1.0,15.0,45,30,2.9026612224924975e-09,4.0,47.0,6.0,True
injected,1.0,15.0,45,60,0.0022669307910945236,4.0,33.0,13.0,True
injected,1.0,15.0,45,120,0.012153255054727197,3.0,24.0,10.0,True
injected_any,1.0,15.0,45,0,,,,,True
injected,1.0,15.0,46,30,3.8359591371384116e-10,4.0,53.0,7.0,True
injected,1.0,15.0,46,60,0.00023487865900406746,4.0,37.0,12.0,True
injected,1.0,15.0,46,120,0.01754101668484509,3.0,23.0,10.0,False
injected_any,1.0,15.0,46,0,,,,,True
injected,1.0,15.0,47,30,5.091046889615924e-10,4.0,50.0,6.0,True
injected,1.0,15.0,47,60,0.0005442691032371271,4.0,35.0,12.0,True
injected,1.0,15.0,47,120,0.006926482630660757,4.0,27.0,11.0,True
injected_any,1.0,15.0,47,0,,,,,True
injected,1.0,15.0,48,30,7.851308877343534e-09,4.0,50.0,8.0,True
injected,1.0,15.0,48,60,0.00011722293045959842,3.0,42.0,14.0,True
injected,1.0,15.0,48,120,0.0035001833457499743,4.0,24.0,8.0,True
injected_any,1.0,15.0,48,0,,,,,True
injected,1.0,15.0,49,30,2.781336121159862e-10,4.0,56.0,8.0,True
injected,1.0,15.0,49,60,3.666609198474391e-05,4.0,43.0,13.0,True
injected,1.0,15.0,49,120,0.012153255054727197,4.0,24.0,10.0,True
